Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	tree_length
1980	-58.45404	-103.8949	45.44087	0.0725396	0.337281	0.662719	0.92746	0.6327097	0.00582805	0.00613867	0.0123924	0.0363531	0.0280092	0.00928763	0.0468506	0.0171453	0.0232301	0.0221401	0.0271266	0.0074169	0.0261119	0.0487536	0.00102806	0.0194172	0.00272272	0.0373388	0.0133572	0.0140651	0.0234475	0.0255706	0.0242899	0.0424855	0.0137859	0.0169908	0.0161248	0.0140196	0.00372581	0.0284997	0.00743585	0.00575681	0.0677591	0.0157146	0.00518614	0.285654	0.0155275	0.523297	0.175522	0.459817	0.684608	0.888507	1.12548	1.46069	2.17478	0.5617718	0.00814535	0.00857948	0.0173198	0.0508076	0.039146	0.0129805	0.065479	0.0239625	0.0324667	0.0309433	0.0379125	0.0103659	0.0364943	0.0681386	0.00143683	0.0271378	0.0038053	0.0521852	0.0186682	0.0196576	0.0327706	0.0357378	0.0339478	0.0593783	0.0192673	0.0237466	0.0225362	0.019594	0.00520724	0.0398316	0.0103924	0.0080458	0.094701	0.0219629	0.00724821	0.7155059
2016	-52.38343	-95.8463	43.46287	0.00331125	0.192413	0.807587	0.996689	0.1911402	0.000616489	0.000410844	0.00028174	0.0028343	4.11624e-05	0.000808285	0.00990308	0.00293264	0.00100408	0.00178515	0.00108757	0.00019807	0.00214714	0.00576329	0.000810067	0.000449989	0.000487346	0.000305495	0.0033994	0.00264681	0.000701542	0.00608116	0.00404967	0.00120536	0.00577743	0.00253593	0.00186717	0.0101232	0.0015279	0.00336824	0.00245157	0.0169156	0.00362252	0.00384638	0.000432137	0.112931	0.628701	0.184313	0.0740556	0.0545634	0.242094	0.642413	1.55663	4.13063	18.3273	2.102968	0.0060193	0.00401142	0.00275086	0.0276737	0.000401903	0.00789196	0.0966921	0.0286338	0.00980372	0.0174299	0.0106189	0.00193392	0.0209644	0.0562718	0.00790936	0.00439362	0.00475836	0.0029828	0.0331912	0.025843	0.00684974	0.0593755	0.0395403	0.0117689	0.0564099	0.0247604	0.0182308	0.0988414	0.0149182	0.0328869	0.0239367	0.165161	0.0353697	0.0375554	0.00421931	0.1024187
2052	-49.94812	-94.75396	44.80584	0.075819	0.340199	0.659801	0.924181	0.6527694	0.000551744	0.0118249	0.0100299	0.00570018	0.0153427	0.000646024	0.000869558	0.00253567	0.00262798	0.00542859	0.0303737	0.0002619	0.0111753	0.0260626	0.00048732	0.0102398	0.0137415	0.00512412	0.00368175	0.0124011	0.0089535	0.000678492	0.00581331	0.0139353	0.00258859	0.000724886	0.0225288	0.00446456	0.00731642	0.00888699	0.00118629	0.00905527	0.00560649	0.0432398	0.0254038	0.137671	0.197402	0.0511453	0.613782	0.197679	0.453564	0.781407	1.27974	2.20476	5.0587	1.172174	0.00167454	0.0358886	0.0304407	0.0173001	0.0465652	0.00196068	0.00263911	0.00769576	0.00797592	0.0164758	0.0921844	0.000794868	0.0339169	0.0791002	0.00147902	0.0310778	0.0417054	0.0155517	0.0111741	0.0376374	0.0271739	0.00205923	0.0176434	0.0422938	0.00785639	0.00220003	0.0683751	0.01355	0.0222053	0.026972	0.0036004	0.0274828	0.0170157	0.131233	0.0771006	0.3294889
2088	-59.92246	-104.2739	44.35142	0.0679121	0.332978	0.667022	0.932088	0.6048576	0.00314358	0.00933525	0.0109852	0.00132261	0.0193122	0.00438605	0.00226234	0.00182723	0.0038581	0.0139895	0.00531685	0.00103297	0.00325192	0.0111234	0.000289332	0.0110961	0.0224873	0.00985157	0.0066767	0.00400705	0.00415225	0.000437879	0.00660824	0.0127194	0.0120488	0.00585529	0.0641422	0.000861347	0.00662501	0.0287411	0.014904	0.0211771	0.0127346	0.00475591	0.0162163	0.447128	0.392786	0.14478	0.0153057	0.0949019	0.317113	0.698857	1.43091	3.15345	10.5372	1.702763	0.00879237	0.0261101	0.0307248	0.00369925	0.0540149	0.0122675	0.00632761	0.00511063	0.0107908	0.0391276	0.0148709	0.00288915	0.0090954	0.0311115	0.000809242	0.0310349	0.0628954	0.0275542	0.0186743	0.0112075	0.0116136	0.00122472	0.0184828	0.0355754	0.0336996	0.0163769	0.179401	0.00240913	0.0185297	0.0803869	0.0416856	0.0592308	0.0356178	0.013302	0.0453558	0.3575344
2124	-57.66272	-102.7779	45.11516	0.140889	0.38384	0.61616	0.85911	1.138006	0.00335691	0.0547806	0.00102712	0.0150364	0.0316077	0.0260635	0.0182996	0.0130572	0.00934746	0.0251804	0.0121883	0.0111385	0.0209722	0.0874928	0.0180868	0.0123644	0.00127477	0.017503	0.00193972	0.141974	0.0262615	0.00414319	0.0699359	0.00636817	0.0297463	0.0115017	0.0226262	0.0678476	0.00849817	0.0180414	0.00581271	0.0209726	0.0286471	0.0234908	0.0255326	0.0824851	0.0760614	0.456329	0.385124	0.719832	0.851866	0.951212	1.05129	1.17389	1.38921	0.2376993	0.00376285	0.0614052	0.00115132	0.0168547	0.03543	0.0292153	0.0205125	0.0146362	0.0104778	0.0282254	0.0136622	0.0124854	0.0235084	0.0980731	0.020274	0.0138596	0.00142892	0.0196197	0.00217429	0.159143	0.0294373	0.00464422	0.0783931	0.00713826	0.0333435	0.0128926	0.0253623	0.0760523	0.00952584	0.0202232	0.00651563	0.0235088	0.0321114	0.0263315	0.0286202	0.8921177
2160	-57.41495	-102.1662	44.75129	0.196844	0.409746	0.590254	0.803155	1.791814	0.0200538	0.0211173	0.0190329	0.0467624	0.024588	0.00228179	0.00505022	0.0291178	0.0163709	0.022774	0.0290533	0.00838001	0.0153284	0.0380513	0.00400675	0.0557185	0.00102856	0.0432641	0.00106755	0.0435493	0.0533185	0.0135117	0.0192313	0.00334664	0.0262351	0.0164397	0.0367009	0.103722	0.00457222	0.0574775	0.00985286	0.0164032	0.00251468	0.0263675	0.0230854	0.373474	0.0804442	0.288021	0.258061	0.922236	0.961288	0.987758	1.01239	1.04027	1.08432	0.05853549	0.0233353	0.0245728	0.0221474	0.0544144	0.0286115	0.00265517	0.00587662	0.0338825	0.0190498	0.0265006	0.0338074	0.00975128	0.0178367	0.0442778	0.0046624	0.064836	0.00119687	0.0503436	0.00124223	0.0506755	0.0620433	0.0157226	0.0223782	0.00389427	0.0305281	0.0191298	0.0427065	0.120694	0.0053204	0.0668828	0.0114651	0.0190873	0.00292617	0.0306822	0.026863	0.8593758
2196	-49.58784	-95.5286	45.94076	0.0261517	0.276992	0.723008	0.973848	0.3645055	0.0310252	0.0524643	0.0170375	0.0324613	0.0228046	0.00963512	0.0223665	0.0331241	0.00567873	0.042602	0.00278642	0.00790639	0.0129931	0.0280801	0.00051738	0.0135362	0.0281685	0.00364333	0.001245	0.0210105	0.0126138	0.00170455	0.00844202	0.0333646	0.0263892	0.0110589	0.028847	0.0282053	0.0513211	0.00620727	0.00725347	0.0182163	0.00258252	0.0271443	0.0297262	0.250292	0.00618729	0.488372	0.255148	0.62552	0.795474	0.931102	1.074	1.25711	1.59867	0.3392441	0.0454806	0.0769087	0.0249757	0.0475858	0.0334299	0.0141244	0.0327876	0.0485575	0.0083246	0.0624514	0.00408469	0.0115902	0.019047	0.0411633	0.00075844	0.019843	0.0412929	0.00534086	0.00182508	0.0307998	0.0184909	0.00249874	0.0123754	0.0489101	0.0386847	0.0162116	0.0422875	0.0413468	0.0752329	0.00909939	0.0106331	0.0267037	0.00378578	0.0397915	0.0435764	0.6821628
2232	-49.27423	-94.05924	44.78501	0.181751	0.403391	0.596609	0.818249	1.583066	0.00920417	0.0662547	0.0105723	0.013868	0.0300264	0.0290957	0.0041747	0.0188759	0.000616254	0.0192252	0.000906184	0.00421951	0.0162889	0.0495445	0.000245434	0.00319855	0.00071611	0.0144314	0.00665702	0.0152342	0.0258702	0.00340113	0.00914071	0.0202296	0.00887234	0.00687768	0.00626812	0.0136159	0.00757935	0.0105292	0.000971319	0.0150514	0.00130737	0.0193306	0.00429766	0.167654	0.671789	0.0778283	0.082729	0.599224	0.778986	0.925037	1.08104	1.28372	1.66883	0.3702979	0.0197219	0.141965	0.0226534	0.0297153	0.0643381	0.0623438	0.00894519	0.0404457	0.00132046	0.041194	0.00194169	0.0090412	0.0349024	0.10616	0.000525896	0.00685359	0.00153442	0.0309224	0.0142641	0.0326425	0.0554325	0.00728765	0.0195859	0.0433463	0.0190109	0.0147369	0.0134308	0.0291749	0.0162404	0.022561	0.00208126	0.0322509	0.00280132	0.0414199	0.00920865	0.4666975
2268	-60.70602	-101.225	40.51902	0.371139	0.466298	0.533701	0.628862	11.79227	0.0105413	0.00912386	0.000697006	0.0245888	0.00217334	0.0827405	0.00219948	0.00181127	0.0181522	0.107489	0.0165784	0.00959253	0.0229313	0.0140334	0.0126926	0.00322298	0.000688598	0.0397429	0.00726416	0.0208226	0.0633912	0.00470203	0.0062018	0.0524607	0.00175695	0.00300894	0.00931616	0.0461047	0.0360816	0.00193214	0.00134539	0.059239	0.00793114	0.0162746	0.00351148	0.238109	0.096425	0.451423	0.214043	0.554956	0.750368	0.914298	1.09374	1.33268	1.80194	0.4257907	0.0146337	0.012666	0.0009676	0.0341348	0.00301708	0.114862	0.00305338	0.00251445	0.0251993	0.149219	0.0230146	0.0133166	0.0318338	0.0194815	0.0176202	0.00447422	0.000955929	0.0551721	0.0100843	0.0289065	0.0880012	0.00652747	0.00860949	0.0728273	0.00243904	0.00417708	0.0129329	0.0640037	0.0500894	0.00268224	0.00186771	0.082237	0.0110102	0.0225928	0.00487473	0.7203445
2304	-51.80643	-96.02345	44.21702	0.192237	0.407847	0.592153	0.807763	1.724961	0.00600432	0.00830262	0.00104979	0.0281673	0.00172533	0.0029344	0.00100732	0.00148918	0.00299532	0.011981	0.0328388	0.00603076	0.0201683	0.03596	0.0105698	0.00147678	0.000128033	0.00735526	0.00266274	0.00457204	0.0149864	0.00914599	0.0200486	0.0113261	0.00163736	0.00158775	0.00426286	0.0137358	0.0387242	0.00302716	0.0041979	0.0327159	0.00194567	0.0123701	0.00334109	0.273087	0.297706	0.3672	0.0620064	0.342202	0.592745	0.849452	1.17723	1.68706	2.92225	0.7753866	0.0166568	0.0230326	0.00291226	0.0781401	0.00478632	0.00814043	0.00279444	0.00413119	0.00830942	0.033237	0.0910994	0.0167302	0.0559498	0.0997582	0.0293221	0.00409681	0.000355181	0.0204045	0.0073868	0.0126835	0.0415745	0.0253723	0.0556177	0.0314202	0.00454225	0.00440464	0.0118258	0.0381049	0.107426	0.00839778	0.0116456	0.0907586	0.00539756	0.0343163	0.00926865	0.360472
2340	-52.47468	-95.1553	42.68061	0.302782	0.446626	0.553375	0.697218	4.812755	0.00973019	0.0325172	0.0200488	0.0247894	0.0407181	0.0120142	0.0213037	0.0139975	0.0324853	0.06159	0.0519403	0.0203801	0.0459424	0.0433599	0.00347575	0.00702033	0.0138873	0.00559865	0.0565766	0.0429954	0.0794736	0.0549458	0.0356256	0.0154689	0.0589789	0.00103559	0.0391704	0.130998	0.129435	0.00575958	0.00682267	0.00155018	0.000861046	0.0283354	0.0169456	0.0334529	0.285373	0.649677	0.0314965	0.917667	0.958962	0.987012	1.01316	1.04279	1.08972	0.06212664	0.00834652	0.0278931	0.0171978	0.0212642	0.0349279	0.0103057	0.0182742	0.012007	0.0278658	0.0528317	0.0445542	0.0174819	0.0394093	0.037194	0.00298148	0.00602201	0.0119125	0.0048025	0.0485312	0.0368813	0.0681722	0.0471323	0.0305596	0.0132691	0.0505919	0.00088833	0.0336003	0.112369	0.111029	0.00494055	0.00585246	0.00132974	0.000738602	0.024306	0.0145359	1.165778
2376	-56.95322	-99.31332	42.36011	0.306563	0.447773	0.552228	0.693436	5.018391	0.000396936	0.003974	0.00761199	0.00973576	0.0190452	0.000731898	0.0122741	0.00937605	0.0099702	0.00325642	0.0109347	0.0007507	0.00301343	0.0376758	0.00213499	0.000921411	0.00388299	0.00280574	0.00918594	0.00845667	0.0265398	0.00759255	0.01095	0.00405992	0.00425837	0.00110183	0.00528858	0.00692356	0.0284815	0.00739028	0.0179132	8.84611e-05	0.00281956	0.000931525	0.00492847	0.3069	0.348555	0.263992	0.0805535	0.409237	0.646784	0.872892	1.14562	1.54611	2.44357	0.6460339	0.00139079	0.0139242	0.0266711	0.0341124	0.0667309	0.00256444	0.0430063	0.032852	0.0349338	0.0114099	0.0383132	0.00263032	0.0105585	0.132009	0.00748062	0.00322846	0.0136053	0.00983081	0.0321859	0.0296307	0.0929907	0.0266029	0.0383668	0.0142252	0.0149206	0.00386061	0.0185303	0.0242589	0.0997941	0.0258942	0.0627649	0.000309952	0.00987925	0.0032639	0.0172685	0.2854025
2412	-57.31244	-101.4427	44.1303	0.0880554	0.350264	0.649736	0.911945	0.730356	2.94045e-05	0.0147334	0.00407154	0.00653539	0.00647638	0.00115464	0.00963997	0.000827293	0.000944756	0.0018392	0.000434445	0.00325632	0.0126329	0.0153775	0.0103238	0.0024193	0.00542294	0.00459019	0.000437063	0.00252879	0.00667519	0.000332915	0.0011923	0.000708238	0.00168802	0.0050196	0.00804662	0.0167071	0.00140438	0.00170254	0.000342292	0.00067182	0.0033531	0.00127277	0.0217031	0.37187	0.0937439	0.146849	0.387537	0.136509	0.378631	0.738603	1.35391	2.64109	7.32551	1.439893	0.000168512	0.0844346	0.0233332	0.0374531	0.0371149	0.00661703	0.0552449	0.00474106	0.00541422	0.0105401	0.00248972	0.0186614	0.0723968	0.0881257	0.0591638	0.0138646	0.0310779	0.0263055	0.00250473	0.014492	0.0382543	0.00190787	0.00683284	0.00405878	0.00967371	0.0287664	0.0461137	0.0957453	0.00804824	0.00975694	0.00196161	0.00385008	0.019216	0.00729398	0.124377	0.1744953
2448	-51.65254	-97.44766	45.79512	0.0744376	0.338983	0.661017	0.925562	0.6442853	0.0118169	0.0155669	0.0144748	0.00363226	0.0193523	0.005124	0.0110711	0.0184999	0.0246881	0.00782879	0.00964925	0.0234358	0.0207008	0.0464618	0.00463824	0.010927	0.00341604	0.00039295	0.00475158	0.0325084	0.00297784	0.0262165	0.0345212	0.00643771	0.10305	0.00173156	0.00753749	0.000213723	0.0395148	0.00704575	0.0471204	0.0223968	0.00554816	0.0811384	0.00417747	0.155239	0.302539	0.541012	0.00120983	0.741594	0.864331	0.955532	1.04654	1.15696	1.34845	0.2161634	0.0174145	0.022941	0.0213315	0.00535285	0.0285194	0.00755123	0.0163155	0.0272633	0.0363829	0.0115373	0.0142201	0.0345373	0.0305068	0.0684707	0.00683536	0.016103	0.00503421	0.00057909	0.00700239	0.0479075	0.00438844	0.0386353	0.0508738	0.00948725	0.151865	0.0025518	0.011108	0.000314963	0.058233	0.0103833	0.0694412	0.0330062	0.00817632	0.119574	0.00615634	0.6785648
2484	-58.01273	-100.1422	42.12946	0.32003	0.451791	0.548209	0.67997	5.858551	0.00322468	0.0144258	0.0164787	0.0133758	0.00018972	0.0155075	0.0729638	0.0217941	0.0039642	0.0794337	0.0084386	0.0123166	0.0640021	0.14155	0.000673155	0.0129243	0.0063088	0.000824736	0.00635389	0.0131501	0.107433	0.0010329	0.0015552	0.0374507	0.043032	0.00869491	0.0475125	0.109363	0.0292145	0.032819	0.00236676	0.118991	0.0105391	0.0674733	0.0675636	0.505231	0.211143	0.250096	0.0335301	0.815482	0.905308	0.969441	1.03152	1.1046	1.22627	0.1474886	0.00270313	0.0120926	0.0138135	0.0112125	0.000159035	0.0129994	0.0611629	0.0182692	0.00332305	0.0665864	0.00707378	0.0103246	0.0536506	0.118656	0.000564281	0.010834	0.00528844	0.000691347	0.00532624	0.0110232	0.0900573	0.000865845	0.00130367	0.0313935	0.0360722	0.00728863	0.039828	0.0916748	0.0244895	0.027511	0.00198397	0.099746	0.00883459	0.0565604	0.0566361	1.192942
2520	-52.47238	-96.29157	43.81919	0.267287	0.43541	0.56459	0.732714	3.342597	0.00446341	0.0219733	0.0255219	0.0634238	6.76922e-05	0.0135391	0.00953646	0.00680935	0.00436153	0.0261994	0.0108582	0.00961455	0.00957057	0.0995698	0.000479051	0.000220024	0.0228191	0.00307249	0.00109107	0.00499985	0.0378681	0.00212849	0.0067135	0.00679357	0.0108985	0.00253592	0.00686973	0.0153707	0.0359349	0.0107115	0.00117302	0.010723	0.0182825	0.0333922	0.0330153	0.359877	0.333874	0.0232547	0.282995	0.834496	0.915542	0.972847	1.02791	1.09225	1.19833	0.1308231	0.00782229	0.0385091	0.0447281	0.111153	0.000118633	0.0237277	0.016713	0.0119336	0.00764374	0.0459154	0.0190294	0.0168498	0.0167728	0.1745	0.000839554	0.0003856	0.0399913	0.00538464	0.00191215	0.00876241	0.0663652	0.00373026	0.0117656	0.011906	0.0191001	0.00444429	0.0120395	0.0269377	0.0629773	0.0187722	0.00205577	0.0187924	0.0320408	0.058521	0.0578606	0.5706017
2556	-56.93737	-101.4816	44.5442	0.176057	0.400888	0.599112	0.823942	1.511472	0.032489	0.0276567	0.00221496	0.126616	7.97913e-05	0.0120092	0.0362572	0.00859023	0.0305041	0.0215281	0.00729649	0.0122525	0.0519599	0.0927635	0.000501554	0.00866675	0.0230392	0.000958325	0.0147604	0.0249997	0.0664794	0.00156406	0.00594298	0.0265449	0.0011056	0.00597611	0.0272604	0.051868	0.0717385	0.0351631	0.0143996	0.0595394	0.00140813	0.0550364	0.0530623	0.383749	0.459549	0.118967	0.0377344	0.611883	0.786969	0.927984	1.0776	1.2707	1.6343	0.3551814	0.0320964	0.0273225	0.0021882	0.125086	7.88271e-05	0.0118641	0.035819	0.00848642	0.0301355	0.0212679	0.00720831	0.0121044	0.051332	0.0916425	0.000495493	0.00856202	0.0227608	0.000946745	0.014582	0.0246976	0.065676	0.00154516	0.00587116	0.0262241	0.00109224	0.00590389	0.026931	0.0512412	0.0708716	0.0347382	0.0142256	0.0588199	0.00139112	0.0543713	0.0524211	1.012232
2592	-53.6927	-98.66737	44.97466	0.135956	0.381185	0.618815	0.864043	1.093438	0.00770027	0.0470977	0.00153088	0.135419	0.00375598	0.0128681	0.0103149	9.17216e-05	0.00778375	0.0199547	0.0217034	0.0598685	0.0195663	0.0405528	0.00654024	0.00213023	0.000261695	0.0179191	0.02151	0.0186257	0.0434818	0.00100217	0.043467	0.0133995	0.0293831	0.0224475	0.00812751	0.0236326	0.0127292	0.0124813	0.0182997	0.0389427	0.00416519	0.040891	0.0110449	0.253276	0.372905	0.222322	0.151497	0.492458	0.707893	0.897827	1.1138	1.41264	2.03063	0.5121826	0.00988875	0.0604833	0.00196598	0.173906	0.00482346	0.0165253	0.0132465	0.00011779	0.00999595	0.0256259	0.0278717	0.0768836	0.0251271	0.0520783	0.00839903	0.00273566	0.000336071	0.0230118	0.0276234	0.0239193	0.0558397	0.001287	0.0558206	0.0172078	0.037734	0.0288273	0.0104374	0.0303491	0.016347	0.0160286	0.0235006	0.0500105	0.00534897	0.0525126	0.0141839	0.7786898
2628	-50.86269	-96.87929	46.0166	0.0738564	0.338465	0.661535	0.926144	0.640731	0.00473318	0.011024	0.0327166	0.0122735	0.023546	0.00287901	0.00748789	0.000965275	0.0188877	0.0245031	0.00301386	0.0260488	0.0128703	0.00852508	0.00549509	0.00895335	0.0114608	0.0103746	0.00560786	0.0281492	0.0297441	0.00223932	0.0399068	0.0148663	0.0358492	0.00568106	0.00712989	0.0262639	0.026292	0.0325609	0.001866	0.0236616	0.0112971	0.0505771	0.00280053	0.263516	0.536763	0.111085	0.0886361	0.944659	0.972617	0.991375	1.0087	1.02815	1.05858	0.04116497	0.00830017	0.0193318	0.0573723	0.0215229	0.0412906	0.00504867	0.0131309	0.00169272	0.0331218	0.042969	0.00528515	0.0456795	0.0225695	0.0149497	0.00963626	0.0157007	0.0200977	0.0181931	0.00983402	0.0493628	0.0521597	0.0039269	0.0699811	0.0260698	0.0628656	0.0099624	0.0125031	0.0460568	0.046106	0.0570992	0.00327225	0.0414933	0.0198108	0.0886927	0.00491105	0.5702508
2664	-60.22206	-102.983	42.76093	0.30015	0.445823	0.554178	0.699849	4.676432	0.000654455	0.00913871	0.0462297	0.0217495	0.0177586	0.0288709	0.0659572	0.00121188	0.00854975	0.0234973	0.0296718	0.0200737	0.0290428	0.0451391	0.00313048	0.0301149	0.0469292	0.00555612	0.00927268	0.0143397	0.0536045	0.00021895	0.0659865	0.0155903	0.00448172	0.00586207	0.00444889	0.0777999	0.0406702	0.00667213	0.0289467	0.0110032	0.0173103	0.0646625	0.00463072	0.696818	0.0059887	0.273403	0.0237908	0.615153	0.789017	0.928737	1.07673	1.2674	1.62561	0.3513283	0.000762078	0.0106415	0.053832	0.0253261	0.0206789	0.0336186	0.0768037	0.00141117	0.00995573	0.0273614	0.0345512	0.0233748	0.0338188	0.0525621	0.00364528	0.0350672	0.0546465	0.0064698	0.0107975	0.0166978	0.0624195	0.000254956	0.0768378	0.0181541	0.00521873	0.00682606	0.0051805	0.0905938	0.0473583	0.00776934	0.0337069	0.0128126	0.0201569	0.0752961	0.00539223	0.8587769
2700	-49.45269	-95.12759	45.6749	0.0676611	0.332738	0.667262	0.932339	0.6033609	0.00470258	0.0460426	0.0738001	0.00820827	0.0201789	0.00431925	0.00796905	0.00349846	0.0139694	0.0366092	0.0317758	0.0267192	0.0358279	0.0499809	0.000521287	0.0100856	0.0108241	0.00706395	0.0239407	0.00756835	0.0547708	7.55504e-05	0.0730644	0.0978271	0.0183596	0.0232463	0.00594732	0.082113	0.015606	0.00991792	0.0163261	0.0159258	0.0177667	0.0981223	0.0537701	0.350207	0.0238981	0.625177	0.000717944	0.849444	0.923504	0.975478	1.02514	1.08283	1.17724	0.1179857	0.00467246	0.0457478	0.0733275	0.00815571	0.0200497	0.0042916	0.00791802	0.00347606	0.0138799	0.0363748	0.0315723	0.0265481	0.0355985	0.0496608	0.000517949	0.010021	0.0107548	0.00701872	0.0237874	0.00751989	0.0544201	7.50667e-05	0.0725966	0.0972007	0.0182421	0.0230975	0.00590924	0.0815872	0.015506	0.00985441	0.0162215	0.0158238	0.017653	0.0974939	0.0534258	1.006445
2736	-50.30325	-95.86703	45.56378	0.119086	0.371478	0.628522	0.880914	0.9524684	0.0100599	0.0219706	0.00363489	0.00623057	0.0082492	0.0180415	0.0171376	0.00494604	0.0330461	0.00186783	0.0133888	0.0176714	0.0313149	0.0143676	0.0144739	0.00025995	0.00142616	0.00227525	0.0042934	0.00381834	0.00576614	0.0351438	0.0161001	0.00117811	0.0128382	0.00393907	0.0131048	0.00812515	0.0184169	0.00439015	0.0080959	0.00438369	0.0152334	0.0175144	0.0156289	0.0582505	0.291496	0.445507	0.204746	0.803378	0.89873	0.967238	1.03387	1.11268	1.24474	0.1583011	0.0246366	0.0538056	0.00890178	0.0152586	0.0202022	0.0441833	0.0419697	0.0121128	0.0809294	0.00457429	0.032789	0.0432771	0.0766898	0.035186	0.0354464	0.000636612	0.00349265	0.00557206	0.0105145	0.00935104	0.0141212	0.0860665	0.0394288	0.00288518	0.0314405	0.00964671	0.0320935	0.0198984	0.0451026	0.0107514	0.0198267	0.0107356	0.0373062	0.0428926	0.038275	0.4083326
2772	-52.56415	-97.05888	44.49473	0.209068	0.414629	0.585372	0.790931	1.984265	0.00532527	0.0158496	0.0050224	0.0512111	0.00315037	0.0053489	0.0217656	0.00394834	0.017157	0.00558855	0.00548665	0.0236721	0.0220015	0.0133823	0.0043853	4.2862e-05	0.0489138	0.00132973	0.00582348	0.00255656	0.0249393	0.0506753	0.0115729	0.0204956	0.00792224	0.0191165	0.00336911	0.00363875	0.0112395	0.0178134	0.0186097	0.00418771	0.00914602	0.0586062	0.0116225	0.277805	0.137985	0.15199	0.432219	0.623985	0.794522	0.930754	1.0744	1.25862	1.6026	0.3410204	0.00995534	0.0296301	0.00938913	0.0957368	0.00588947	0.00999951	0.0406897	0.00738123	0.0320742	0.0104475	0.010257	0.0442539	0.0411307	0.0250176	0.0081981	8.01285e-05	0.0914421	0.00248588	0.0108867	0.00477936	0.0466228	0.0947351	0.0216351	0.0383155	0.0148103	0.0357374	0.00629839	0.00680246	0.0210118	0.0333012	0.0347899	0.00782873	0.017098	0.109561	0.0217277	0.5349162
2808	-60.32955	-106.4321	46.10254	0.0272524	0.27917	0.720831	0.972748	0.371021	0.000984953	0.00716315	0.00595366	0.00440508	0.0164382	0.00489438	0.0191882	0.00799174	0.00566982	0.0122889	0.00449765	0.0140546	0.0234711	0.0906723	7.5114e-05	0.0242597	0.00767796	0.0420616	0.000705292	0.0505029	0.00736961	0.0102616	0.0175251	0.0519107	0.0277217	0.00378706	0.0213128	0.0393662	0.0324176	0.016688	0.0254416	0.0160261	0.0273293	0.00267207	0.0210146	0.223384	0.303489	0.0953631	0.377764	0.77744	0.88446	0.96242	1.03905	1.13063	1.28627	0.1820314	0.00148381	0.0107911	0.00896906	0.00663615	0.0247638	0.00737327	0.0289066	0.0120394	0.00854146	0.018513	0.00677561	0.021173	0.0353587	0.136596	0.000113157	0.0365467	0.0115667	0.0633648	0.00106251	0.0760814	0.0111021	0.0154589	0.0264011	0.0782022	0.0417621	0.00570513	0.0321072	0.0593043	0.0488363	0.02514	0.0383272	0.024143	0.0411709	0.00402541	0.0316581	0.6638002
