Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	tree_length
4284	-52.99999	-96.79202	43.79203	0.272872	0.437234	0.562767	0.727127	3.529487	0.00744742	0.0033231	0.0156941	0.0151898	0.00630854	0.001951	0.002478	0.0181695	0.00499886	0.008575	0.00235206	0.00181257	0.00421898	0.0141254	0.0109816	0.0290229	0.012112	0.00202247	0.00639193	0.00320701	0.00460352	0.012013	0.00844598	0.0178013	0.00550461	0.00280986	0.0117162	0.0179771	0.00383997	8.19441e-05	0.021264	0.0105121	0.0367649	0.0100612	0.0106951	0.0088288	0.433645	0.256223	0.301303	0.996519	0.998301	0.99947	1.00053	1.0017	1.00349	0.002521507	0.0216197	0.0096469	0.0455598	0.0440958	0.0183136	0.00566374	0.00719361	0.0527459	0.0145116	0.0248931	0.006828	0.00526188	0.0122476	0.0410058	0.0318793	0.084253	0.035161	0.00587119	0.0185557	0.00930991	0.013364	0.0348736	0.0245185	0.051677	0.0159798	0.00815699	0.0340119	0.0521872	0.0111474	0.000237883	0.061729	0.0305165	0.106728	0.0292076	0.0310476	0.344473
4320	-49.31336	-93.27863	43.96527	0.249643	0.429476	0.570524	0.750357	2.831441	0.0168232	0.0352996	0.024292	0.0196966	0.0165948	0.00702886	0.0025056	0.0344879	0.00437652	0.00901769	0.00888181	0.0230183	0.0343536	0.0494301	0.00194016	0.0346973	0.00191917	0.00292723	0.0325827	0.0156675	0.0123244	0.0256231	0.032165	0.0118622	0.00218376	0.0257659	0.0123758	0.0289713	0.00276217	0.000264303	0.096487	0.0223698	0.0212717	0.0174947	0.00478408	0.232752	0.165678	0.492955	0.108615	0.721728	0.85296	0.951592	1.05087	1.17239	1.38556	0.2357973	0.0243023	0.0509929	0.0350915	0.0284532	0.0239724	0.0101537	0.00361952	0.0498203	0.0063222	0.0130267	0.0128304	0.0332517	0.0496263	0.0714054	0.0028027	0.0501228	0.00277238	0.00422859	0.047068	0.0226329	0.0178035	0.0370145	0.0464647	0.0171358	0.00315461	0.0372208	0.0178778	0.0418511	0.00399015	0.000381805	0.139383	0.0323149	0.0307286	0.0252724	0.00691095	0.6922458
4356	-56.68122	-100.8848	44.20356	0.128447	0.376992	0.623008	0.871553	1.028617	0.0117006	0.00995926	0.00599467	0.00285988	0.00488433	0.00270745	0.00855702	0.00423748	0.00054338	0.0229639	0.000511912	0.00592606	0.00108019	0.0104949	0.00472136	0.00978932	3.53238e-05	0.004171	0.00642663	0.00811552	0.00421108	0.00129427	0.0158733	0.0154814	0.00153309	0.00995001	0.00116492	0.0104936	0.00115987	0.00570371	0.0272224	0.00138248	0.0139677	0.00651795	0.000410269	0.201451	0.092512	0.335671	0.370366	0.177067	0.429848	0.768424	1.30137	2.32641	5.64759	1.251798	0.0483402	0.0411461	0.0247667	0.0118154	0.0201793	0.0111857	0.0353529	0.0175069	0.00224494	0.0948739	0.00211493	0.0244832	0.00446275	0.0433592	0.0195061	0.040444	0.000145938	0.0172322	0.0265513	0.0335288	0.0173979	0.00534719	0.0655797	0.0639605	0.00633387	0.0411079	0.00481281	0.0433539	0.00479192	0.0235645	0.112468	0.00571163	0.0577066	0.0269286	0.001695	0.2420461
4392	-56.34334	-98.86749	42.52415	0.320846	0.452032	0.547969	0.679154	5.915617	0.0159176	0.053039	0.0236364	0.0164544	0.0208847	0.0262602	0.0234094	0.0081125	0.0527761	0.0228405	0.00235736	0.00525081	0.0326637	0.0599603	0.0069803	0.00553518	0.00717638	0.0471664	0.0962319	0.0140104	0.0117699	0.00475832	0.0585334	0.0301566	0.0324876	0.0192095	0.00123902	0.0199565	0.0128958	0.0120495	0.0711178	0.00319058	0.0698663	0.0353163	0.00273867	0.102706	0.246943	0.338114	0.312237	0.984519	0.99242	0.997629	1.00238	1.00764	1.01572	0.01128135	0.0171906	0.0572807	0.0255267	0.0177703	0.0225549	0.0283603	0.0252815	0.00876127	0.0569967	0.0246672	0.00254589	0.00567073	0.0352759	0.0647555	0.00753854	0.00597785	0.00775029	0.0509384	0.103928	0.0151308	0.0127112	0.00513886	0.0632145	0.0325683	0.0350857	0.0207457	0.00133811	0.0215525	0.0139271	0.0130131	0.0768053	0.00344574	0.0754537	0.0381406	0.00295769	0.9259493
4428	-54.72999	-99.54891	44.81891	0.160592	0.393757	0.606243	0.839408	1.333933	0.00208365	0.0108281	0.0378145	0.00649262	0.0356072	0.00208855	0.00339143	0.000243235	0.00218282	0.00366513	0.00435875	0.00424449	0.00869181	0.0792555	0.00154527	0.0106127	0.0025872	0.00460792	0.0274554	0.0392606	0.0101593	0.0205792	0.0257707	0.00261624	0.0242194	0.0114323	0.0114893	0.0139132	0.000670372	0.0322375	0.0423248	0.0515304	0.0266452	0.00520313	0.007288	0.0653985	0.513031	0.0890951	0.332475	0.469587	0.691664	0.891354	1.12189	1.44579	2.12953	0.5465691	0.00363578	0.018894	0.0659829	0.011329	0.0621313	0.00364432	0.00591774	0.000424422	0.00380881	0.00639531	0.00760562	0.00740626	0.0151664	0.138294	0.00269636	0.0185182	0.00451442	0.0080404	0.0479072	0.0685061	0.017727	0.0359089	0.0449676	0.0045651	0.0422606	0.0199483	0.0200478	0.0242773	0.00116974	0.0562515	0.0738529	0.0899158	0.0464935	0.00907899	0.0127169	0.5730959
4464	-52.07837	-95.2971	43.21873	0.285473	0.441263	0.558736	0.714527	4.005448	0.000273949	0.0181656	0.00920455	0.00458028	0.0501546	0.014678	0.00114296	0.0127342	0.0187854	0.0122671	0.00834395	0.00358175	0.00576353	0.0529069	0.00548264	0.0154148	0.0387702	0.024115	0.00270449	0.0134098	0.0277951	0.0153735	0.107825	0.018803	0.00173565	0.0150068	0.0193152	0.0755468	0.0520686	0.0184348	0.00184346	0.0132833	0.0036656	0.00721526	0.00894593	0.128727	0.149708	0.190613	0.530952	0.636801	0.802439	0.933638	1.07108	1.2462	1.57035	0.3263195	0.000391726	0.0259754	0.0131618	0.00654946	0.0717172	0.0209885	0.00163434	0.0182089	0.0268617	0.0175411	0.0119312	0.00512162	0.00824141	0.0756528	0.00783976	0.022042	0.0554385	0.0344825	0.00386721	0.0191749	0.0397449	0.0219829	0.154182	0.0268869	0.00248185	0.0214586	0.0276192	0.108026	0.0744541	0.0263603	0.00263601	0.0189941	0.00524153	0.0103173	0.012792	0.699338
4500	-53.62943	-98.77414	45.14471	0.000469057	0.144881	0.855119	0.999531	0.1302425	0.00140458	0.0285822	0.0139511	0.0241193	0.0503985	0.0171257	0.00245704	0.0180507	0.00152901	0.0453832	0.00932299	0.0053712	0.00564779	0.0578371	0.0308657	0.0138995	0.00477283	0.0318252	0.00202095	0.0550512	0.0263878	0.0447126	0.0877748	0.00634298	0.00898058	0.0191479	0.0200253	0.0268588	0.0917236	0.0204406	0.00442962	0.0021322	0.00349035	0.0108412	0.0315987	0.144284	0.0979776	0.0617474	0.695991	0.27516	0.532947	0.821733	1.21694	1.87636	3.63425	0.9330503	0.00170355	0.034666	0.0169206	0.0292531	0.0611259	0.020771	0.00298003	0.0218928	0.00185446	0.0550431	0.0113074	0.00651447	0.00684993	0.0701478	0.0374355	0.0168581	0.00578874	0.0385993	0.00245112	0.066769	0.0320045	0.0542298	0.106458	0.00769309	0.0108921	0.0232236	0.0242877	0.0325757	0.111247	0.0247915	0.00537247	0.00258604	0.00423328	0.0131488	0.0383246	0.8245029
4536	-56.87547	-101.6405	44.76504	0.205854	0.413366	0.586634	0.794146	1.931402	0.031234	0.0258382	0.0031882	0.00316759	0.0170099	0.0100376	0.00027822	0.0137307	0.0071045	0.00441609	0.00629953	0.00125547	0.0578426	0.0132283	0.00104545	0.00923368	0.0320208	0.0237167	0.0287039	0.00754059	0.00238982	0.0353068	0.0208985	0.000201396	0.0500892	0.000273738	0.00601194	0.0124037	0.0362349	0.0148171	0.0877677	0.0233288	0.0371525	0.00218713	0.000106462	0.38626	0.161851	0.144897	0.306992	0.88798	0.943705	0.982086	1.01824	1.05965	1.12615	0.08590465	0.0498896	0.041271	0.00509247	0.00505954	0.0271697	0.0160329	0.000444396	0.0219319	0.0113479	0.00705376	0.0100622	0.00200535	0.0923912	0.0211294	0.00166989	0.0147488	0.0511463	0.0378824	0.0458483	0.0120445	0.00381723	0.0563951	0.033381	0.000321687	0.0800068	0.000437238	0.00960279	0.0198123	0.0578774	0.0236671	0.14019	0.0372627	0.0593432	0.00349348	0.00017005	0.6260618
4572	-56.07673	-98.79219	42.71546	0.301885	0.446352	0.553647	0.698115	4.765683	0.0387871	0.0318449	0.0675944	0.00348631	0.0110437	0.0232024	0.00148331	0.0238296	0.0154102	0.00896843	0.0495523	0.0552873	0.0045727	0.0746678	0.00130107	0.015599	0.0178821	0.0227525	0.00130052	0.0212797	0.00639952	0.049278	0.0506282	0.039464	0.0944738	0.00160211	0.0719348	0.00964488	0.0127649	0.0066906	0.0538643	0.0123647	0.0414164	0.00631674	0.00159807	0.041298	0.031152	0.417584	0.509966	0.68198	0.829717	0.943426	1.05997	1.20523	1.46632	0.2767578	0.0409023	0.0335815	0.0712806	0.00367643	0.011646	0.0244677	0.0015642	0.0251291	0.0162505	0.00945751	0.0522546	0.0583023	0.00482207	0.0787397	0.00137202	0.0164496	0.0188573	0.0239933	0.00137144	0.0224402	0.00674851	0.0519654	0.0533891	0.0416161	0.0996258	0.00168948	0.0758577	0.0101709	0.013461	0.00705546	0.0568017	0.013039	0.043675	0.00666122	0.00168522	0.9482864
4608	-57.66209	-101.6141	43.95205	0.17871	0.402062	0.597939	0.821289	1.544381	0.00441974	0.0592518	0.0283042	0.00524768	0.0154087	0.00475157	0.000939406	0.00230865	0.0203876	0.0143793	0.0163577	0.0116477	0.0566607	0.110302	0.00225166	0.0220149	0.0112005	0.0153314	0.0240292	0.040015	0.0820477	0.00471286	0.023939	0.0261538	0.00294971	0.0538294	0.0112253	0.00210822	0.0530151	0.0338231	0.0161355	0.0184949	0.00611346	0.00206976	0.00540212	0.367782	0.212908	0.153811	0.265499	0.217564	0.475269	0.792887	1.26121	2.10407	4.59635	1.10287	0.0054752	0.0734015	0.0350634	0.00650085	0.0190884	0.00588627	0.00116374	0.00285996	0.0252562	0.0178132	0.020264	0.0144292	0.0701916	0.136643	0.00278937	0.0272722	0.0138752	0.0189926	0.0297675	0.0495708	0.101641	0.00583831	0.0296558	0.0323995	0.00365412	0.0666841	0.013906	0.00261167	0.0656754	0.0419002	0.0199887	0.0229116	0.00757338	0.00256403	0.00669217	0.8072297
4644	-51.26045	-96.1138	44.85335	0.169429	0.397895	0.602105	0.83057	1.432514	0.00638585	0.00633782	0.0398203	0.0211288	0.0170946	0.0137076	0.00366239	0.0028523	0.0159191	0.030761	0.00153212	0.0242766	0.00170337	0.0382069	0.0246259	0.00167004	0.0534491	0.00646434	0.0252484	0.0119217	0.0098873	0.0133928	0.0636689	0.000395365	0.010275	0.00619946	0.00930833	0.0063548	0.0346232	0.000689861	0.02887	0.0215314	0.0420818	0.00420319	0.0309882	0.630094	0.210084	0.0689225	0.0909003	0.570926	0.760823	0.918254	1.08902	1.31437	1.75154	0.4052765	0.0101485	0.0100722	0.0632834	0.0335783	0.0271671	0.0217845	0.00582036	0.00453295	0.025299	0.0488861	0.00243488	0.038581	0.00270703	0.0607193	0.0391361	0.00265407	0.0849427	0.0102733	0.0401254	0.0189463	0.0157131	0.0212842	0.101184	0.000628323	0.0163292	0.00985234	0.014793	0.0100992	0.055024	0.00109634	0.045881	0.0342181	0.0668774	0.00667982	0.0492471	0.6292378
4680	-53.77896	-99.21455	45.43559	0.118542	0.371147	0.628853	0.881458	0.9481888	0.00757028	0.0385604	0.00421592	0.0464704	0.0140859	0.00611865	0.022077	0.0175727	0.00423484	0.0474886	0.000795378	0.0154687	0.0112023	0.00247486	0.00759294	0.0234619	0.0122314	0.0179073	0.0137611	0.0210223	0.0399644	0.00341901	0.00282189	0.0420522	0.00893933	0.0301413	0.0068831	0.00564743	0.0159866	0.0258363	0.00620742	0.00439401	0.00971511	0.0176843	0.0137158	0.217427	0.241071	0.469059	0.0724424	0.658941	0.815927	0.938505	1.06552	1.2256	1.51759	0.301607	0.0133345	0.0679213	0.00742603	0.0818542	0.0248113	0.0107776	0.0388871	0.0309531	0.00745937	0.0836477	0.001401	0.0272471	0.019732	0.00435929	0.0133744	0.0413264	0.0215447	0.0315425	0.0242391	0.0370293	0.0703945	0.00602234	0.00497055	0.074072	0.015746	0.0530918	0.0121241	0.00994754	0.0281592	0.0455088	0.0109339	0.00773974	0.0171125	0.0311497	0.0241594	0.5677212
4716	-46.43844	-92.02301	45.58457	0.0179043	0.257969	0.742031	0.982096	0.3135248	0.0040711	0.00980992	0.0227488	0.0232928	0.0198121	0.00574605	0.013914	0.00624386	0.0075483	0.0407023	0.000674573	0.022501	0.00148764	0.0321184	0.00151044	0.00968267	0.0277894	0.00215005	0.00345733	0.00284568	0.0368593	0.0253097	0.0102215	0.0356644	0.00864432	0.0251265	0.00302565	0.00360487	0.0135442	0.0285513	0.0191168	0.00260014	0.0087184	0.00452552	0.0021578	0.202056	0.448989	0.26888	0.0800757	0.339575	0.590522	0.848457	1.17861	1.69342	2.94486	0.7809587	0.00838059	0.0201943	0.0468298	0.0479496	0.0407844	0.0118286	0.0286427	0.0128533	0.0155386	0.083788	0.00138865	0.0463196	0.00306239	0.0661177	0.00310932	0.0199323	0.0572062	0.00442601	0.00711711	0.00585801	0.0758769	0.0521015	0.0210416	0.0734172	0.0177948	0.0517244	0.00622847	0.00742084	0.0278815	0.0587744	0.039353	0.00535255	0.0179473	0.00931604	0.00444196	0.4857768
4752	-60.38248	-100.2575	39.875	0.36877	0.465646	0.534353	0.631231	11.35692	0.000493046	0.048885	0.00270118	0.013555	0.033351	0.000512746	0.00107518	0.00348751	0.0257635	0.0198993	0.00809083	0.0329431	0.00536012	0.0314135	0.00105589	0.000870246	0.00783069	0.00536317	0.000448844	0.015856	0.0452002	0.00828936	0.000369572	0.0428479	0.0238545	0.0299054	0.00147162	0.00892067	0.0127427	0.0213497	0.00308381	0.0181927	0.00623854	0.00928928	0.00177736	0.478206	0.216024	0.091709	0.214061	0.1776	0.430478	0.768775	1.30077	2.323	5.63064	1.249624	0.00100113	0.0992612	0.00548474	0.0275235	0.0677193	0.00104113	0.00218316	0.0070814	0.0523127	0.0404056	0.0164284	0.0668909	0.0108837	0.0637851	0.00214398	0.00176704	0.0159002	0.0108899	0.000911378	0.0321956	0.091779	0.0168316	0.000750417	0.0870028	0.0484366	0.060723	0.00298812	0.0181134	0.0258742	0.0433505	0.00626168	0.0369404	0.0126674	0.0188619	0.00360894	0.4924891
4788	-53.79417	-98.40017	44.606	0.176599	0.401129	0.598871	0.823401	1.518131	0.0257096	0.021952	0.00356783	0.0541344	0.0664059	0.00103337	0.00233958	0.0197977	0.00791652	0.00490781	0.00896355	0.0251905	0.00687328	0.0441993	0.00540733	0.00418485	0.00207748	0.0279243	0.00268554	0.0075087	0.0220244	0.0835297	0.00460458	0.0278044	0.0105391	0.0232275	0.00551942	0.0359079	0.083323	0.0386536	0.0392079	0.109289	0.00577905	0.00450099	0.0206355	0.328106	0.421448	0.208666	0.0417799	0.550684	0.747545	0.913224	1.09502	1.33771	1.81592	0.4313782	0.0299882	0.0256052	0.00416158	0.0631433	0.077457	0.00120534	0.00272893	0.0230923	0.00923396	0.00572455	0.0104552	0.0293826	0.00801711	0.0515548	0.00630721	0.00488129	0.0024232	0.0325714	0.00313246	0.00875827	0.0256897	0.0974304	0.00537086	0.0324316	0.012293	0.027093	0.00643795	0.0418836	0.0971894	0.0450862	0.0457327	0.127477	0.00674078	0.00525003	0.0240696	0.8573261
4824	-52.0822	-98.23805	46.15585	0.0329613	0.289492	0.710507	0.967039	0.4041953	0.0264601	0.0171782	0.00323119	0.0432169	0.0258183	0.00405228	0.00383188	0.0449024	0.00253843	0.0121041	0.0191336	0.0201102	0.0248907	0.0237903	0.0093607	0.00601057	0.00156606	0.0257193	0.0245906	0.0146087	0.0120779	0.030698	0.00387077	0.0599633	0.0142652	0.00907663	0.00835097	0.0783923	0.00702805	0.0442749	0.06687	0.0920727	0.00484261	0.00760239	0.0164868	0.120595	0.140421	0.686344	0.0526402	0.987118	0.993697	0.998029	1.00197	1.00634	1.01305	0.009375132	0.0327076	0.0212342	0.00399412	0.053421	0.0319144	0.00500908	0.00473664	0.0555045	0.00313779	0.014962	0.0236513	0.0248585	0.0307677	0.0294075	0.0115709	0.00742974	0.00193583	0.031792	0.0303968	0.018058	0.0149297	0.0379463	0.00478471	0.0741214	0.0176334	0.0112197	0.0103227	0.0969019	0.00868747	0.0547288	0.082659	0.113812	0.00598601	0.00939742	0.0203795	0.808987
4860	-57.39991	-102.6081	45.20823	0.0648702	0.33002	0.66998	0.93513	0.5868119	0.025088	0.0284286	0.0137596	0.00712242	0.0142552	0.00943904	0.0103872	0.0464145	0.00158231	0.00554871	0.00602231	0.00653765	0.0016096	0.0556454	0.00676374	0.00791394	0.0047822	0.0212586	0.0298951	0.00526004	0.00412717	0.0570758	0.00819539	0.00676117	0.00344681	0.00975083	0.037198	0.0382692	0.00115713	0.0393506	0.0215949	0.0215048	0.00774162	0.0180452	0.0324727	0.67951	0.115345	0.194446	0.0106991	0.291011	0.547706	0.828765	1.20661	1.8258	3.4363	0.8925524	0.040833	0.0462702	0.022395	0.0115924	0.0232016	0.0153629	0.0169061	0.0755437	0.00257535	0.00903102	0.00980186	0.0106406	0.00261977	0.0905679	0.0110086	0.0128806	0.00778347	0.0346002	0.0486569	0.00856119	0.00671734	0.092896	0.0133387	0.0110044	0.00561	0.0158704	0.0605431	0.0622865	0.00188334	0.0640467	0.0351476	0.035001	0.0126002	0.0293702	0.0528522	0.6144052
4896	-57.87446	-102.6146	44.74017	0.188985	0.406485	0.593515	0.811015	1.679474	0.0517092	0.003738	0.0507372	0.0290413	0.0269183	0.00199068	0.00218436	0.0523311	0.010126	0.0295057	0.0145412	0.012157	0.00325533	0.0162696	0.00667451	0.00160229	0.00846441	0.00102753	0.0275664	0.00806137	0.0209929	0.0498397	0.021466	0.0269637	0.0205287	0.0142058	0.0219334	0.00526133	0.00219664	0.0146619	0.0238603	0.0193576	0.0559737	0.0151073	0.00476127	0.441684	0.231584	0.126692	0.200039	0.67193	0.823731	0.941297	1.06236	1.21399	1.48825	0.2874931	0.076605	0.00553768	0.0751649	0.0430233	0.0398783	0.0029491	0.00323603	0.0775263	0.0150013	0.0437113	0.0215421	0.01801	0.00482263	0.0241026	0.00988799	0.00237372	0.0125396	0.00152225	0.0408384	0.0119426	0.0311001	0.0738353	0.031801	0.0399456	0.0304123	0.0210453	0.0324934	0.00779442	0.00325423	0.021721	0.0353479	0.0286775	0.0829225	0.0223807	0.00705361	0.6750116
4932	-58.53085	-98.81885	40.288	0.347961	0.459848	0.540152	0.652039	8.364047	0.00648869	0.00452932	0.00268469	0.00135123	0.00243239	0.00136467	9.98787e-05	0.00564066	0.00450746	0.00818437	0.00450667	0.000969393	0.0052577	0.0122049	0.00609978	9.44942e-05	0.00676937	0.000410025	0.00792104	0.00296721	0.00352771	0.012617	0.00307959	0.00970664	0.00081857	0.000451397	0.00497938	0.00545708	0.00117309	0.00172485	0.00220769	0.00462712	0.014228	0.0085732	0.00278889	0.0229145	0.366185	0.490411	0.12049	0.192949	0.448238	0.778533	1.28447	2.23096	5.18272	1.189686	0.0404421	0.0282299	0.0167328	0.00842178	0.0151604	0.00850558	0.000622514	0.0351565	0.0280937	0.0510107	0.0280887	0.00604193	0.0327696	0.0760693	0.0380181	0.000588954	0.0421914	0.00255556	0.0493694	0.0184937	0.0219872	0.0786381	0.0191942	0.0604985	0.0051019	0.00281342	0.031035	0.0340123	0.00731152	0.0107505	0.0137599	0.0288394	0.0886791	0.0534341	0.0173823	0.1604442
4968	-48.62625	-93.46925	44.843	0.0495809	0.313219	0.686781	0.950419	0.4985169	0.00358659	0.0126305	0.000665797	0.00206716	0.000339349	0.00134	0.00274529	0.00383854	0.000673219	0.0100945	0.00452468	0.00450271	0.00540401	0.00716449	0.00598949	0.000266702	0.000923293	0.00451794	0.00777782	0.00666383	0.000437568	0.0239968	0.0017654	0.00953114	0.00107757	0.0119085	0.00272734	0.00535841	0.00369612	0.0120339	0.00114603	0.0075536	0.0133736	0.00072612	0.0136152	0.0274229	0.454879	0.461332	0.0563662	0.237871	0.49641	0.803726	1.24421	2.01446	4.20395	1.038345	0.0184246	0.0648837	0.00342025	0.0106191	0.00174326	0.00688367	0.0141028	0.0197189	0.00345838	0.0518561	0.0232437	0.0231308	0.0277608	0.0368046	0.0307685	0.00137007	0.00474303	0.023209	0.0399553	0.0342326	0.00224782	0.123274	0.00906899	0.0489622	0.00553557	0.0611747	0.0140106	0.0275266	0.0189873	0.061819	0.00588724	0.0388035	0.0687011	0.00373014	0.0699425	0.1946631
5004	-56.52398	-99.93203	43.40806	0.285803	0.441368	0.558633	0.714197	4.01905	0.0100633	0.0275044	0.0011868	0.0034747	0.000218329	0.000691435	0.0196112	0.0115494	0.00292947	0.0303723	0.0257911	0.0281834	0.015038	0.0265422	0.0242243	0.00505309	0.00558184	0.0582568	0.0148069	0.0200502	0.0229949	0.0352338	0.0117486	0.0207628	0.00216647	0.0113781	0.0198733	0.00248649	0.0207764	0.0249528	0.00709863	0.00800195	0.0738478	0.00493523	0.069424	0.175241	0.209335	0.513701	0.101723	0.815344	0.905233	0.969416	1.03155	1.10469	1.22648	0.1476114	0.0150917	0.0412476	0.00177982	0.00521092	0.000327422	0.00103693	0.0294105	0.0173204	0.00439325	0.0455487	0.0386783	0.042266	0.0225521	0.0398046	0.0363285	0.007578	0.00837095	0.0873663	0.0222056	0.0300688	0.034485	0.0528393	0.017619	0.0311375	0.00324901	0.0170635	0.0298035	0.00372892	0.0311579	0.0374212	0.0106456	0.0120003	0.110748	0.00740125	0.104114	0.6668105
5040	-53.08142	-95.89025	42.80883	0.280839	0.439794	0.560205	0.719161	3.820907	0.0130416	0.0152006	0.00691541	0.000210115	0.00116716	0.00963811	0.0114468	0.00296698	0.00935686	0.0107687	0.0099665	0.00309925	0.000345953	0.0353903	0.00429552	0.000851105	0.00291556	0.0207221	0.00255177	0.00970326	0.0146794	0.0346716	0.00855864	0.0131264	0.000401902	0.017794	0.00384245	0.000397737	0.0073664	0.000923729	0.00382907	0.0122497	0.0299357	0.00724892	0.012826	0.0288151	0.136192	0.299304	0.535689	0.319077	0.57286	0.840457	1.18983	1.74563	3.13404	0.8259773	0.0385383	0.0449183	0.0204353	0.000620898	0.003449	0.028481	0.0338256	0.00876752	0.0276499	0.0318218	0.0294514	0.00915839	0.0010223	0.10458	0.0126934	0.00251505	0.00861558	0.0612347	0.00754058	0.0286735	0.0433782	0.102456	0.0252911	0.0387891	0.00118763	0.052582	0.0113546	0.00117533	0.021768	0.00272965	0.011315	0.0361983	0.0884611	0.0214208	0.0379012	0.3384053
5076	-49.21816	-94.11252	44.89436	0.184034	0.404378	0.595623	0.815965	1.612813	0.011962	0.0106074	0.00588461	0.00166834	0.00525477	0.00453638	0.00342689	0.00471413	0.000546388	0.00555457	0.0115974	0.0196695	0.0163602	0.0608382	0.000742376	0.000720974	0.0171456	0.0240846	0.0119156	0.0116704	0.00584956	0.0478251	0.00385411	0.033471	0.000310715	0.0110014	0.000454821	0.00134464	0.00397951	0.00258096	0.0066893	0.00339034	0.021903	0.00425165	0.0107449	0.118324	0.601851	0.0786209	0.201204	0.750132	0.869169	0.957198	1.04472	1.15052	1.3331	0.2078868	0.0309453	0.027441	0.0152234	0.00431596	0.013594	0.0117355	0.00886529	0.0121954	0.00141349	0.0143696	0.0300021	0.0508845	0.0423236	0.157387	0.00192051	0.00186514	0.0443554	0.0623065	0.0308254	0.030191	0.0151327	0.123723	0.00997049	0.0865887	0.000803814	0.0284603	0.00117661	0.00347855	0.0102949	0.00667688	0.0173051	0.00877075	0.0566627	0.0109989	0.0277968	0.3865512
5112	-52.57118	-97.73467	45.16348	0.0935318	0.354406	0.645594	0.906468	0.7666737	0.00216446	0.0172375	0.000545796	0.000722842	0.00407791	0.0059105	0.0100545	0.000227842	0.00458861	0.00438916	0.0039057	0.000552401	0.0234264	0.039753	0.00104634	0.000202156	0.00217944	0.0402655	0.0115892	0.0064075	0.0020347	0.0135527	0.00595363	0.00868515	0.000283954	0.0159676	0.000902344	0.00209496	0.00298679	0.00172003	0.00303734	0.00143026	0.0182321	0.00719024	0.02539	0.526822	0.191626	0.115953	0.165599	0.410693	0.647905	0.873363	1.145	1.54344	2.43491	0.6434659	0.00749703	0.0597055	0.00189047	0.00250371	0.0141246	0.0204722	0.0348258	0.000789176	0.0158936	0.0152027	0.0135282	0.00191335	0.0811419	0.137693	0.00362422	0.000700206	0.00754891	0.139468	0.0401415	0.0221937	0.00704761	0.0469425	0.0206216	0.0300828	0.00098353	0.0553071	0.00312545	0.0072563	0.0103453	0.00595768	0.0105204	0.00495401	0.0631504	0.0249048	0.0879433	0.2887086
5148	-49.332	-94.67752	45.34552	0.0731061	0.337793	0.662207	0.926894	0.636155	0.0220688	0.0416639	0.00105207	9.8925e-05	0.0089652	0.00500535	0.0154846	0.00031742	0.0127128	0.0128139	0.0270049	0.0122458	0.0736112	0.0908457	0.00885004	0.0019812	0.000307199	0.0312882	0.00348398	0.0213988	0.0309103	0.0534781	0.0178941	0.0332602	8.0795e-05	0.0628765	0.00332054	0.0237153	0.0215395	0.00571715	0.00944151	0.0158493	0.0201892	0.0360753	0.0212365	0.212753	0.335178	0.276368	0.1757	0.41627	0.652181	0.875158	1.14265	1.53332	2.40229	0.6337136	0.0295517	0.0557911	0.0014088	0.000132468	0.0120051	0.00670254	0.020735	0.000425049	0.0170233	0.0171587	0.0361616	0.016398	0.0985708	0.121649	0.0118509	0.00265298	0.000411362	0.0418972	0.00466531	0.0286545	0.0413912	0.0716112	0.0239615	0.044538	0.000108191	0.0841963	0.00444646	0.0317566	0.028843	0.00765569	0.0126429	0.0212235	0.0270349	0.0483075	0.0284373	0.7467842
