Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	tree_length
360	-57.90442	-99.50739	41.60297	0.343156	0.458486	0.541514	0.656845	7.836226	0.0189981	0.0183052	0.0356733	0.0154802	0.0233938	0.00947483	0.0358797	0.00188088	0.00532197	0.00825143	0.00307123	0.00185124	0.0803156	0.0718549	0.00811463	0.000806598	0.0185292	0.00556324	0.022725	0.00394965	0.0160078	0.0042499	0.0996415	0.0241746	0.0150115	0.0259146	0.0206226	0.0157073	0.034515	0.00679212	0.0818153	0.00115929	0.0177423	0.0348737	0.110907	0.115338	0.279431	0.0799747	0.525257	0.673991	0.824962	0.941736	1.06187	1.21218	1.4837	0.2852787	0.0211425	0.0203713	0.0396999	0.0172275	0.0260343	0.0105443	0.0399296	0.00209319	0.00592268	0.00918279	0.00341789	0.00206019	0.089381	0.0799654	0.00903055	0.000897641	0.0206207	0.00619118	0.02529	0.00439546	0.0178147	0.0047296	0.110888	0.0269032	0.0167059	0.0288397	0.0229504	0.0174802	0.0384108	0.00755877	0.0910501	0.00129015	0.019745	0.03881	0.123425	0.8985748
396	-48.36184	-91.06783	42.70598	0.258675	0.432547	0.567452	0.741325	3.079282	0.00253152	0.00264208	0.00123952	0.000908328	0.0045591	0.00164235	0.00134496	0.0163013	0.00131822	0.0268512	0.000132007	0.00828212	0.00400854	0.017302	0.00179433	0.00322664	0.00087308	0.00646909	0.000343738	0.0121745	0.00517066	0.00116269	0.00147829	0.00884032	0.00595538	0.0167369	0.00471356	0.00170224	0.024836	0.0236281	0.00236405	0.00766529	0.00728315	0.00704106	0.00739236	0.0410281	0.40652	0.00169854	0.550753	0.192772	0.448038	0.778425	1.28465	2.23196	5.18747	1.190349	0.0105517	0.0110126	0.00516651	0.00378605	0.019003	0.00684556	0.00560602	0.0679462	0.00549455	0.11192	0.000550226	0.0345211	0.0167082	0.0721174	0.00747903	0.0134491	0.00363913	0.0269641	0.00143275	0.0507451	0.0215521	0.00484627	0.00616172	0.0368478	0.0248229	0.0697619	0.0196468	0.0070952	0.10352	0.0984853	0.00985373	0.0319501	0.0303573	0.0293482	0.0308125	0.2399145
432	-55.04367	-98.88407	43.8404	0.23219	0.423317	0.576683	0.76781	2.420708	0.00610255	0.0044995	0.00381427	0.00456315	0.0525113	0.00472447	0.0240953	0.0243443	0.0291876	0.018838	0.00407032	0.0153417	0.0133088	0.0368652	0.00780152	0.0516727	0.0115438	0.0221066	0.00713712	0.0505332	0.00019335	0.00068583	0.0358551	0.0425701	0.00121096	0.0144666	0.00622367	0.0309962	0.0348772	0.0126222	0.00465023	0.0203755	0.000838793	0.00856807	0.0205591	0.565828	0.0795745	0.0931893	0.261409	0.40259	0.641639	0.87072	1.14848	1.55851	2.48391	0.657874	0.00972124	0.00716761	0.00607606	0.007269	0.0836494	0.00752598	0.0383833	0.0387799	0.0464953	0.0300085	0.00648394	0.024439	0.0212007	0.0587255	0.0124277	0.0823136	0.018389	0.0352154	0.0113693	0.0804984	0.000308003	0.00109251	0.0571164	0.0678133	0.00192904	0.0230449	0.00991419	0.0493764	0.0555587	0.0201069	0.00740772	0.0324577	0.00133618	0.0136488	0.0327502	0.6277542
468	-50.03792	-93.83202	43.7941	0.238296	0.425508	0.574492	0.761704	2.555245	0.00208031	0.00961028	0.00190272	0.00313579	0.0139704	0.0130155	0.00615185	0.00882909	0.00768328	0.0213936	0.0066967	0.00535531	0.018864	0.0229278	0.00985086	0.0398685	0.0136754	0.00130629	0.014523	0.00310846	0.00125203	0.00160392	0.0390113	0.0258639	0.000654105	0.00368552	0.00993339	0.0097393	0.0402615	0.0324853	0.0043534	0.0158125	0.0114855	0.0267255	0.0181827	0.0195318	0.489596	0.224012	0.26686	0.412795	0.64952	0.874042	1.14411	1.5396	2.42251	0.6397743	0.0044738	0.0206673	0.00409188	0.00674366	0.030044	0.0279904	0.0132298	0.0189873	0.0165232	0.0460078	0.0144015	0.0115168	0.0405677	0.0493073	0.0211847	0.0857388	0.0294095	0.00280924	0.0312324	0.00668487	0.00269254	0.00344931	0.0838955	0.0556214	0.00140668	0.00792587	0.0213622	0.0209448	0.086584	0.0698611	0.00936216	0.0340055	0.0247	0.0574742	0.0391028	0.464999
504	-59.3657	-102.4461	43.08035	0.240604	0.426325	0.573675	0.759397	2.608539	0.000276524	0.0312785	0.00756763	0.0106347	0.00384819	0.00412991	0.00245601	0.000260317	0.00617939	0.0114066	0.00211058	0.00910811	0.00329799	0.025726	0.0194248	0.0081864	0.000710514	0.00776185	0.00665311	0.000389826	0.0042972	0.0120114	0.0159027	0.00470908	0.00515954	0.0178196	0.00268617	0.00861575	0.00349704	0.00460307	0.00572982	0.00991383	0.00279032	0.00755646	0.0125189	0.14085	0.477258	0.190051	0.191841	0.195492	0.451109	0.780086	1.28191	2.21676	5.1153	1.180219	0.00099035	0.112022	0.0271029	0.0380876	0.013782	0.014791	0.00879601	0.000932306	0.0221311	0.0408519	0.00755891	0.0326201	0.0118115	0.0921358	0.0695687	0.029319	0.00254466	0.0277985	0.0238277	0.00139613	0.0153901	0.0430181	0.0569544	0.0168652	0.0184785	0.0638198	0.00962033	0.0308567	0.0125244	0.0164856	0.020521	0.0355057	0.00999333	0.0270629	0.0448357	0.279218
540	-55.75836	-98.95422	43.19586	0.272551	0.437129	0.562871	0.72745	3.518346	0.0017786	0.0188217	0.00718129	0.0142552	0.0232567	3.4893e-05	0.0100031	0.00453551	0.0207848	0.00995463	0.00272192	0.00765038	0.00889151	0.0116464	0.00812469	0.00284552	0.00142433	0.00164306	0.00155069	0.000759965	0.00449534	0.00479735	0.0373455	0.00327943	0.0028552	0.00254986	0.00320334	0.0492196	0.0106477	0.00669829	0.025258	0.00798965	0.0029372	0.019362	0.0147268	0.0333069	0.875898	0.0695016	0.0212935	0.428768	0.661659	0.879106	1.13752	1.51135	2.33226	0.6123228	0.00503525	0.0532846	0.0203303	0.0403567	0.0658401	9.87825e-05	0.0283188	0.0128401	0.058842	0.0281817	0.0077058	0.0216583	0.025172	0.0329711	0.0230011	0.00805572	0.00403231	0.00465154	0.00439002	0.00215147	0.0127264	0.0135814	0.105726	0.00928412	0.00808312	0.0072187	0.00906871	0.139341	0.0301438	0.018963	0.0715059	0.0226188	0.00831526	0.054814	0.0416917	0.3532301
576	-45.61934	-90.68811	45.06878	0.0476895	0.310866	0.689134	0.952311	0.4877846	0.000259699	0.0117162	0.00114722	0.00626639	0.0131464	0.00277009	0.00457949	0.00120497	0.0049127	0.021438	0.00201906	0.00205349	0.0049916	0.016048	0.0119558	0.00847711	0.00468792	0.000328761	0.015227	0.0339141	0.00105743	0.00963723	0.0112379	0.0041961	0.0142076	0.00434223	0.00973912	0.0240413	0.00490324	0.00335221	0.00811566	0.00063867	0.0172649	0.0210743	0.00523867	0.200946	0.452428	0.212976	0.133649	0.233079	0.491507	0.80124	1.24806	2.03456	4.2904	1.053063	0.000848161	0.0382644	0.00374676	0.0204657	0.0429352	0.00904693	0.0149563	0.00393534	0.0160446	0.0700152	0.00659413	0.00670659	0.0163023	0.0524118	0.0390469	0.0276857	0.0153105	0.00107371	0.0497305	0.110762	0.00345351	0.0314746	0.0367024	0.0137042	0.0464011	0.0141814	0.0318074	0.0785175	0.0160137	0.0109481	0.0265053	0.00208586	0.0563862	0.0688275	0.0171092	0.3061907
612	-55.03194	-97.72356	42.69162	0.27224	0.437028	0.562972	0.72776	3.507632	0.00228541	0.0123491	0.0207408	0.00203832	0.00765034	0.00708947	0.0088492	0.00810558	0.0169936	0.0115637	0.00419712	0.000164133	0.0104475	0.01087	0.00572799	0.00624332	0.0162012	0.00261704	0.00494375	0.00620962	0.000722657	0.00908567	0.00479054	0.0131964	0.00717479	0.0117149	0.0144503	0.0107824	0.0030867	0.00556637	0.0170346	0.00948541	0.00239508	0.0110671	0.0026466	0.195998	0.481466	0.234575	0.0879605	0.23426	0.49272	0.801857	1.2471	2.02955	4.26876	1.049406	0.00792205	0.0428065	0.0718951	0.00706555	0.0265189	0.0245747	0.0306745	0.0280969	0.0589059	0.040084	0.0145488	0.000568944	0.036215	0.0376793	0.0198553	0.0216416	0.0561593	0.00907163	0.0171368	0.0215248	0.00250499	0.0314943	0.0166058	0.0457434	0.0248704	0.0406081	0.0500901	0.0373758	0.0106996	0.0192951	0.0590482	0.0328799	0.00830222	0.0383625	0.00917407	0.2884867
648	-48.74873	-92.2476	43.49887	0.279679	0.439425	0.560576	0.720321	3.776507	0.0125164	0.0219611	0.0128569	0.0280862	0.0191126	0.0407795	0.00425697	0.0431736	0.0105551	0.0696754	0.0195832	0.00362432	0.0249884	0.0731928	0.00979273	0.00316375	0.00321886	0.0114169	0.0350086	0.0848961	0.000190399	0.00694034	0.0267445	0.0214924	0.00120192	0.00799915	0.0340819	0.0294556	0.00482035	0.0745653	0.0316171	0.028445	0.0184349	0.0144887	0.00174303	0.0521753	0.508913	0.407383	0.0315284	0.908151	0.954099	0.985448	1.01477	1.04811	1.10114	0.06966405	0.0150063	0.0263297	0.0154145	0.0336732	0.0229145	0.0488916	0.00510379	0.0517619	0.0126547	0.0835357	0.0234788	0.00434529	0.0299593	0.0877527	0.0117408	0.0037931	0.00385917	0.013688	0.0419727	0.101784	0.000228274	0.00832095	0.0320646	0.0257678	0.00144101	0.00959039	0.0408616	0.0353151	0.00577925	0.0893983	0.0379066	0.0341035	0.0221021	0.0173709	0.00208977	0.8340799
684	-54.00827	-98.40816	44.39989	0.233342	0.423733	0.576267	0.766659	2.445386	0.0594103	0.0263108	0.0116738	0.0180396	0.00330421	0.0170975	0.00275997	0.000893614	0.0212909	0.0292442	0.00336057	0.00365476	0.0276077	0.0370116	0.0203382	0.00189945	0.00201852	0.00619633	0.0340924	0.0185938	0.00298974	0.0309816	0.0183043	0.016464	0.00223643	0.00795597	0.00370789	0.0224945	0.00934268	0.0347865	0.0243011	0.0116952	0.00196244	0.0505833	0.000730859	0.144549	0.31386	0.427019	0.114571	0.874276	0.936573	0.979764	1.02065	1.06772	1.1438	0.09715093	0.101846	0.045104	0.0200121	0.0309249	0.00566435	0.02931	0.00473137	0.00153191	0.0364986	0.0501327	0.00576097	0.00626528	0.0473273	0.0634483	0.0348654	0.0032562	0.00346031	0.0106222	0.0584439	0.0318751	0.00512525	0.0531112	0.0313787	0.028224	0.00383387	0.0136388	0.00635636	0.0385619	0.016016	0.0596339	0.0416589	0.0200488	0.00336418	0.086714	0.0012529	0.5833348
720	-55.12281	-100.362	45.23918	0.0907071	0.352295	0.647705	0.909293	0.7478078	0.012636	0.026056	0.00900481	0.0230924	0.0182395	0.0715237	0.0695171	0.0114825	0.0059425	0.0249366	0.00372215	0.0377071	1.77333e-05	0.0353217	0.0505885	0.0101649	0.0219654	0.00477735	0.0157696	0.0697596	0.00639651	0.0299308	0.0553624	0.0522576	0.0636828	0.114185	0.00340661	0.00688519	0.0148712	0.0445816	0.0257856	0.00593257	0.0522464	0.133993	0.0356289	0.0120039	0.16949	0.748611	0.0698957	0.730133	0.857789	0.95327	1.04902	1.16579	1.36961	0.2274263	0.0108243	0.0223202	0.00771375	0.0197816	0.0156244	0.0612691	0.0595501	0.00983622	0.00509049	0.0213613	0.00318849	0.0323009	1.51908e-05	0.0302574	0.0433354	0.00870749	0.0188161	0.0040924	0.0135086	0.0597579	0.00547941	0.0256395	0.0474248	0.0447652	0.0545523	0.0978134	0.00291819	0.00589803	0.0127391	0.0381897	0.0220886	0.00508199	0.0447556	0.114782	0.0305206	1.167371
756	-51.4122	-96.95852	45.54632	0.124511	0.374714	0.625286	0.875489	0.9959962	0.0215	0.0318687	0.0198247	0.0308548	0.0163904	0.0128783	0.00299204	0.00278197	0.00275741	0.00529411	0.00140338	0.0228029	0.0109881	0.045468	0.00908795	0.00901526	0.0371564	0.000684781	0.00705434	0.0406072	0.0128482	0.0119836	0.0254829	0.0138433	0.005931	0.000226164	0.0177181	0.0174685	0.00500665	0.0446786	0.00539184	0.0043539	0.0229915	0.000110369	0.0102543	0.00183018	0.34789	0.501075	0.149205	0.8133	0.904126	0.969046	1.03194	1.10604	1.22956	0.1494259	0.0405891	0.0601636	0.0374263	0.0582496	0.0309428	0.0243125	0.00564856	0.00525198	0.00520561	0.00999455	0.00264938	0.0430487	0.0207439	0.0858374	0.0171568	0.0170196	0.0701463	0.00129277	0.0133176	0.0766608	0.0242557	0.0226233	0.0481081	0.0261342	0.0111969	0.000426966	0.0334494	0.0329782	0.00945187	0.084347	0.010179	0.00821957	0.0434048	0.000208361	0.0193587	0.5296996
792	-54.04483	-99.06164	45.01681	0.157634	0.392332	0.607668	0.842366	1.302518	0.0153867	0.0365414	0.0229258	0.0525308	0.0510949	0.00808429	0.00381133	0.008793	0.0200695	0.00827801	0.0048405	0.0163633	0.0158786	0.0143659	0.00242764	0.0521017	0.010709	0.00353956	0.000131692	0.00539336	0.0198749	0.000338954	0.00923181	0.00325647	0.100671	0.0243906	0.00818136	0.0892106	0.00561051	0.00864771	0.0104401	0.0120734	0.00580651	0.0175304	0.043229	0.61648	0.204085	0.109763	0.0696716	0.645388	0.807698	0.935542	1.0689	1.23809	1.54945	0.3166341	0.0216178	0.0513394	0.03221	0.0738042	0.0717867	0.0113582	0.00535479	0.0123539	0.028197	0.0116303	0.00680074	0.0229898	0.0223089	0.0201836	0.00341075	0.0732012	0.0150458	0.00497297	0.000185022	0.0075775	0.0279236	0.00047622	0.0129704	0.00457524	0.141439	0.0342681	0.0114946	0.125338	0.00788258	0.0121498	0.014668	0.0169628	0.00815797	0.0246296	0.0607354	0.7117598
