Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	tree_length
2052	-45.32083	-90.25563	44.9348	0.0864675	0.349024	0.650976	0.913533	0.7200212	4.97476e-05	0.0157283	0.00309806	0.0102446	0.0148902	0.0124621	0.00704167	0.0104779	0.00160333	0.00321324	0.006646	0.00797348	0.00589651	0.0583289	9.26462e-05	0.000788212	0.00526082	0.00103305	0.00241597	0.0307795	0.00602609	0.00301496	0.0214709	0.0305776	0.000589887	0.0094783	0.00394546	0.00864765	0.0135375	0.000213576	0.00799411	0.0368271	0.000303896	0.0102889	0.000885462	0.215074	0.162586	0.582543	0.0397966	0.2533	0.51186	0.811448	1.23237	1.95366	3.94789	0.9929043	0.000141398	0.0447048	0.00880567	0.0291183	0.0423227	0.0354213	0.0200147	0.0297814	0.00455718	0.00913304	0.01889	0.0226631	0.0167598	0.165789	0.00026333	0.00224035	0.0149529	0.00293627	0.00686694	0.0874851	0.0171281	0.00856948	0.0610271	0.0869112	0.00167665	0.0269403	0.0112142	0.0245794	0.0384779	0.000607051	0.0227218	0.104674	0.000863768	0.0292442	0.00251676	0.3518257
2088	-53.5233	-96.52501	43.00171	0.237285	0.425148	0.574852	0.762715	2.532336	0.000880057	0.00559467	0.0149814	0.00607744	0.00298126	0.00582198	0.00121819	0.00502649	0.00640029	0.0077452	0.00251641	0.00270831	0.000983539	0.0162531	0.00222847	0.00414288	0.000989601	0.00559631	0.000469467	0.00613993	0.00571819	0.00446079	0.00318632	0.0166493	0.00335455	0.0224845	0.00185543	0.0028482	0.00303496	0.00918948	0.0045138	0.0165603	0.000559451	0.0122449	0.00185691	0.146677	0.00935341	0.683149	0.16082	0.202511	0.458937	0.784284	1.27505	2.17895	4.93801	1.154714	0.0042459	0.0269919	0.0722789	0.0293211	0.0143833	0.0280886	0.00587723	0.0242507	0.0308787	0.0373673	0.0121406	0.0130664	0.00474516	0.0784141	0.0107514	0.0199876	0.0047744	0.0269998	0.00226498	0.0296225	0.0275878	0.0215214	0.0153727	0.080326	0.0161843	0.108478	0.00895165	0.0137414	0.0146424	0.0443353	0.0217771	0.0798966	0.00269911	0.0590767	0.00895879	0.2072721
2124	-52.28412	-96.2732	43.98909	0.241642	0.426691	0.573309	0.758359	2.632969	2.74912e-05	0.0176601	0.00471682	0.00914676	0.00447682	0.0105341	0.00386621	0.00499959	0.0105093	0.0162047	0.00611212	0.0146	0.00658715	0.0582508	0.00758312	0.00556044	0.00324959	0.0054283	0.0166192	0.0148542	0.00636149	0.00310409	0.00711324	0.0240034	0.00520888	0.00240669	0.000148702	0.029919	0.0205555	0.00903363	0.0211543	0.0127404	0.00755259	0.0080155	0.0113502	0.246267	0.00901571	0.0591338	0.685584	0.601094	0.780171	0.925476	1.08052	1.28177	1.66363	0.3680446	7.05526e-05	0.0453225	0.0121051	0.023474	0.0114892	0.0270345	0.00992215	0.0128308	0.0269707	0.0415874	0.015686	0.0374691	0.0169051	0.149494	0.0194611	0.0142702	0.00833968	0.0139311	0.0426512	0.0381214	0.016326	0.00796625	0.0182552	0.0616016	0.013368	0.00617648	0.000381626	0.0767834	0.0527531	0.0231837	0.0542899	0.0326966	0.0193828	0.0205708	0.029129	0.3896544
2160	-48.1055	-93.91428	45.80878	0.0553206	0.319953	0.680047	0.944679	0.5312816	0.00161359	0.0336499	0.00438644	0.0073075	0.0195544	0.0110577	0.00636537	0.00226161	0.000693922	0.0436173	0.00380363	0.0173583	0.0058757	0.0300635	0.00103124	0.00386032	0.000116174	0.0020058	0.00970817	0.0329982	0.00666153	0.0131181	0.0154311	0.000263512	0.0392073	0.0160099	0.0088559	0.00854803	0.00426981	0.0296421	0.00349996	0.0129364	0.000385363	0.00349342	0.0062032	0.327392	0.0924029	0.359507	0.220698	0.614677	0.788719	0.928628	1.07686	1.26788	1.62687	0.3518879	0.00397579	0.0829113	0.0108079	0.0180052	0.0481809	0.0272454	0.0156839	0.00557246	0.00170978	0.10747	0.00937191	0.0427698	0.0144774	0.0740747	0.0025409	0.00951158	0.000286245	0.00494217	0.0239203	0.0813055	0.0164136	0.0323222	0.0380212	0.000649277	0.0966043	0.0394473	0.0218204	0.0210618	0.0105205	0.0730362	0.00862368	0.0318746	0.00094951	0.00860758	0.0152843	0.4058543
2196	-50.8777	-95.12581	44.24811	0.213966	0.416525	0.583475	0.786034	2.068154	0.000497342	0.0428753	0.00720131	0.0013233	0.0320867	0.01533	0.00318455	0.00786333	0.00850845	0.000981554	0.0018684	0.00885423	0.0331405	0.012321	0.0167392	0.0090702	7.23878e-05	0.00486787	0.0293804	0.140781	0.0282792	0.0294575	0.0181518	0.0076876	0.0451088	0.0251942	0.0256549	0.00964336	0.00185885	0.0242013	0.0354189	0.0227179	0.000448688	0.0209655	0.00181219	0.500169	0.113391	0.256277	0.130163	0.516132	0.72429	0.904264	1.10587	1.38066	1.93749	0.4782332	0.000738392	0.063656	0.0106916	0.00196468	0.0476384	0.02276	0.00472803	0.0116745	0.0126323	0.00145729	0.00277396	0.0131457	0.0492029	0.0182927	0.0248523	0.0134663	0.000107472	0.0072272	0.0436204	0.209014	0.0419855	0.0437349	0.0269495	0.0114136	0.0669719	0.0374052	0.0380892	0.0143173	0.00275979	0.0359311	0.0525856	0.0337287	0.000666156	0.031127	0.00269052	0.6735477
2232	-50.82161	-96.93272	46.11111	0.0480901	0.31137	0.68863	0.95191	0.4900561	0.0113754	0.0926485	0.0281704	0.00968357	0.0177268	0.00900414	0.00235667	0.000207378	0.00164831	0.0289929	0.0057492	0.00511968	0.00458727	0.0428345	0.0203492	0.0186704	0.0130912	0.0105357	0.00590637	0.000473573	0.0169606	0.052302	0.00264367	0.0275942	0.0128564	0.000455121	0.0114782	0.0235267	0.00512167	0.00284083	0.070336	0.00504795	0.00407596	0.0162688	0.00606124	0.658523	0.0355603	0.0286153	0.277302	0.87352	0.936178	0.979635	1.02079	1.06817	1.14479	0.09777666	0.0193888	0.157914	0.048015	0.0165051	0.0302144	0.0153471	0.00401681	0.000353465	0.00280945	0.0494169	0.0097992	0.00872622	0.00781876	0.0730091	0.0346841	0.0318226	0.0223133	0.0179576	0.0100671	0.000807181	0.0289084	0.0891461	0.00450599	0.0470329	0.021913	0.00077573	0.0195639	0.0401	0.00872962	0.00484204	0.119884	0.00860396	0.00694726	0.0277293	0.0103311	0.5867005
2268	-48.67116	-94.56168	45.89052	0.0762693	0.340592	0.659408	0.92373	0.6555467	0.0109786	0.0339423	0.0260837	0.00564648	0.0826078	0.0178631	0.00297459	0.00192485	0.00746297	0.00595228	0.00604398	0.0173503	0.0212041	0.0223979	0.00527095	0.00415072	0.0322498	0.00383623	0.0024581	0.00165357	0.0136018	0.0748356	0.00983717	0.0113049	0.0137959	0.0018779	0.00628059	0.0344016	0.00407358	0.00997413	0.0674676	0.0133441	0.00812608	0.0236138	0.0201478	0.278136	0.473958	0.105399	0.142507	0.831014	0.913677	0.972228	1.02857	1.09448	1.20335	0.1338465	0.0175732	0.0543307	0.0417517	0.00903821	0.132229	0.0285931	0.00476136	0.00308107	0.0119458	0.00952768	0.00967448	0.0277723	0.0339409	0.0358518	0.0084371	0.00664397	0.0516215	0.00614057	0.00393463	0.00264683	0.0217721	0.119788	0.0157462	0.0180956	0.0220828	0.00300592	0.0100532	0.0550659	0.0065205	0.0159654	0.107994	0.0213596	0.0130072	0.0377981	0.0322502	0.6247348
2304	-52.1539	-97.93755	45.78365	0.0307883	0.285738	0.714262	0.969212	0.3916701	0.0389825	0.00765247	0.0212318	0.0121338	0.0110829	0.0170882	0.00849856	0.0109031	0.0395894	0.0620539	0.00965011	0.0279822	0.00579166	0.0997524	0.0165057	0.0144844	0.00692618	0.0393088	0.01305	0.00252968	0.0183947	0.0223983	0.0239375	0.0155105	0.0124371	0.0353604	0.0142173	0.0179321	0.0290962	0.0215519	0.0117122	0.0113244	0.00587866	0.0507252	0.0151759	0.00887257	0.0213083	0.902065	0.0677544	0.559407	0.753297	0.91541	1.09241	1.3275	1.78761	0.4200149	0.0505708	0.00992731	0.0275433	0.0157408	0.0143776	0.022168	0.0110249	0.0141442	0.0513581	0.0805006	0.0125188	0.0363004	0.00751335	0.129406	0.0214123	0.0187902	0.00898512	0.0509941	0.0169293	0.00328167	0.0238629	0.0290566	0.0310534	0.0201213	0.0161343	0.0458719	0.0184437	0.0232627	0.0377456	0.0279586	0.0151939	0.0146908	0.00762621	0.0658043	0.0196872	0.7708501
2340	-48.35258	-93.45428	45.1017	0.152386	0.389751	0.610249	0.847614	1.248608	0.00643393	0.0201539	0.00759897	0.00593576	0.0376609	0.00738093	0.0207326	0.000703196	0.00670853	0.0122949	0.000353381	0.00404478	0.00855646	0.051486	0.00483995	0.00596185	0.00406358	0.0254749	0.00386336	0.00066187	0.0230491	0.00219669	0.0194509	0.00333172	0.0440588	0.014099	0.0172828	0.0242056	0.00144796	0.00624319	0.00913914	0.00126868	0.000869013	0.0544726	0.00852457	0.158786	0.197314	0.140707	0.503193	0.616955	0.790144	0.929151	1.07625	1.26559	1.62086	0.349213	0.0138498	0.0433837	0.0163577	0.0127775	0.0810698	0.0158884	0.0446294	0.00151372	0.0144409	0.0264662	0.000760697	0.00870689	0.0184188	0.11083	0.0104186	0.0128336	0.00874735	0.054838	0.00831636	0.00142476	0.0496159	0.00472865	0.0418704	0.00717193	0.0948421	0.0303499	0.0372033	0.0521054	0.00311691	0.0134392	0.0196731	0.002731	0.00187066	0.117259	0.0183502	0.4645494
2376	-58.16648	-103.5007	45.33422	0.105619	0.362897	0.637103	0.894381	0.8509179	0.0233182	0.0239385	0.0489833	0.0266562	0.0235782	0.0112143	0.015553	0.0152789	0.036226	0.0155864	0.0195098	0.049745	0.0628012	0.0837443	0.00997015	0.0119764	0.00070524	0.0626944	0.0408252	0.00249858	0.0211738	0.0305097	0.0276482	0.0591203	0.00217415	0.0697584	0.0189601	0.0496927	0.0243439	0.0124118	0.00590572	0.00173943	0.0171572	0.102244	0.0135425	0.389453	0.445963	0.0624361	0.102148	0.798893	0.896279	0.966414	1.03475	1.11572	1.25173	0.1623494	0.0223958	0.0229916	0.0470457	0.0256018	0.0226456	0.0107707	0.0149378	0.0146746	0.034793	0.0149699	0.0187381	0.0477773	0.0603171	0.0804317	0.00957577	0.0115027	0.000677344	0.0602145	0.0392103	0.00239974	0.0203362	0.0293028	0.0265546	0.0567817	0.00208815	0.0669991	0.0182101	0.0477271	0.023381	0.0119208	0.00567212	0.00167062	0.0164785	0.0981996	0.0130068	1.041185
2412	-62.61668	-105.6223	43.00565	0.196199	0.409482	0.590518	0.803801	1.782273	0.000390147	0.00618202	0.00172693	0.0031918	0.00146083	0.00348589	0.00115507	0.00338779	0.000719177	0.00436133	0.00231511	0.00111931	0.00233281	0.00126745	0.00157562	0.00642327	0.0010817	0.000384658	0.00497911	1.89312e-05	0.00753367	0.000587821	0.00245946	0.000531565	0.00154385	0.00352524	0.00252566	0.00164644	0.00154914	4.56943e-05	0.000824307	0.000703895	0.000729036	0.00374493	0.00321037	0.211341	0.402424	0.363023	0.0232119	0.256879	0.515374	0.813182	1.22974	1.94034	3.89289	0.9827601	0.00495613	0.0785318	0.0219377	0.0405462	0.0185572	0.0442821	0.0146731	0.0430359	0.00913589	0.055403	0.0294094	0.0142189	0.0296342	0.0161007	0.0200154	0.0815964	0.0137412	0.00488641	0.0632509	0.000240488	0.0957021	0.00746724	0.0312431	0.0067526	0.0196119	0.044782	0.0320841	0.0209152	0.0196791	0.000580466	0.0104714	0.00894175	0.00926112	0.0475728	0.0407821	0.07872002
2448	-54.84322	-100.5899	45.74671	0.0159651	0.252555	0.747445	0.984035	0.3006977	0.0017628	0.0105663	0.0162192	0.00223049	0.00695905	0.00482732	0.00202824	0.00900516	0.0117899	0.0348945	0.00518059	0.0130699	0.024109	0.0245314	0.0237388	0.0046765	0.0175726	0.00331073	0.0141985	0.00448897	0.00391557	0.00503755	0.0114863	0.00964216	0.0107608	0.0126204	0.0107638	0.0158998	0.00967129	0.00401441	0.00440227	0.00270974	0.00283731	0.0248649	0.00029036	0.145194	0.194287	0.436722	0.223797	0.448449	0.6763	0.885129	1.12978	1.47863	2.22991	0.5798732	0.00484183	0.0290222	0.0445488	0.00612643	0.0191142	0.0132591	0.00557091	0.0247342	0.032383	0.0958438	0.0142294	0.0358988	0.0662195	0.0673798	0.0652027	0.0128448	0.0482662	0.00909349	0.0389986	0.0123297	0.0107548	0.0138365	0.0315492	0.0264839	0.0295565	0.0346642	0.0295648	0.0436716	0.0265639	0.0110263	0.0120916	0.00744277	0.00779316	0.0682959	0.000797525	0.3640768
2484	-53.24713	-97.61859	44.37146	0.189898	0.406869	0.593131	0.810103	1.692101	0.00174612	0.028463	0.0134726	0.0142771	0.0126735	0.00802776	0.00312739	0.0181066	0.00210168	0.00181998	0.00234551	0.0081478	0.00332221	0.0134726	0.0123819	0.00311669	0.00443038	0.00737861	0.00958502	0.0263413	0.0132039	0.0361434	0.0687599	0.000211101	0.00806284	0.0387159	0.0410074	0.00540237	0.0052009	0.00301436	0.00101068	0.0189814	0.0208387	0.0537863	0.00824225	0.00979737	0.666174	0.283584	0.0404443	0.382322	0.625676	0.863903	1.15754	1.59827	2.6156	0.6952256	0.00337794	0.0550627	0.0260632	0.0276195	0.0245173	0.01553	0.00605005	0.0350279	0.00406579	0.00352082	0.00453747	0.0157622	0.00642694	0.0260632	0.0239533	0.00602937	0.00857074	0.0142742	0.0185426	0.0509583	0.0255434	0.0699209	0.133019	0.000408383	0.0155979	0.0748975	0.0793304	0.0104511	0.0100613	0.0058314	0.0019552	0.0367203	0.0403132	0.104052	0.015945	0.516919
2520	-54.7669	-99.72444	44.95754	0.000229973	0.132445	0.867556	0.99977	0.1164519	0.00733385	0.0508292	0.00369759	0.0140149	0.00602385	0.00982038	0.00366765	0.000514706	0.00479106	0.0301226	0.00811182	0.0154482	0.00617253	0.0224283	0.0101112	0.00320739	0.00171713	0.0205602	0.00427039	0.000904174	0.0283226	0.00877592	0.00128299	0.00245302	0.00484718	0.0221146	5.40196e-05	0.00439285	0.0691168	0.0142852	0.00201784	0.00355064	0.0287222	0.00513308	0.0323282	0.238069	0.235652	0.385056	0.141223	0.188636	0.443323	0.77586	1.28889	2.25569	5.30122	1.206034	0.0162561	0.112667	0.00819602	0.0310651	0.0133524	0.0217677	0.00812965	0.00114089	0.0106198	0.0667694	0.0179806	0.0342423	0.0136819	0.0497142	0.0224124	0.00710945	0.00380617	0.0455735	0.0094657	0.00200418	0.0627795	0.0194526	0.00284386	0.00543732	0.0107442	0.0490188	0.000119739	0.00973713	0.153203	0.0316645	0.00447271	0.00787029	0.0636652	0.0113779	0.0716582	0.4511443
2556	-55.35102	-101.5652	46.21419	0.008888	0.227236	0.772764	0.991112	0.2482986	0.012499	0.0166005	0.00445952	0.0316042	0.0315747	0.0919896	0.000420644	0.00857405	0.00783686	0.00362955	0.029404	0.0114009	0.00719717	0.0635287	0.013392	0.0134863	0.0446847	0.0177591	0.0035964	0.0104999	0.0660399	0.0063304	0.0373002	0.0166186	0.00187013	0.0389284	0.00417428	0.000162078	0.0192357	0.00365509	0.0231217	0.0056179	0.00556125	0.0478183	0.0719143	0.220392	0.0339221	0.175343	0.570343	0.92125	0.960786	0.987597	1.01256	1.04081	1.08548	0.05930873	0.0161803	0.0214897	0.00577294	0.0409123	0.0408741	0.119083	0.000544533	0.0110993	0.010145	0.00469853	0.0380641	0.0147587	0.0093169	0.0822392	0.0173362	0.0174583	0.0578453	0.0229896	0.00465562	0.0135923	0.0854901	0.00819484	0.0482859	0.0215131	0.00242092	0.0503937	0.00540369	0.000209814	0.0249011	0.00473159	0.0299315	0.0072725	0.00719916	0.0619018	0.0930947	0.7724859
2592	-52.15912	-97.13346	44.97434	0.106205	0.363289	0.636711	0.893795	0.8551597	0.00237352	0.0140981	0.00382506	0.00143801	0.00678736	0.00503105	9.27359e-05	0.00201165	0.0224858	0.00912595	0.0089085	0.0054035	0.000811602	0.026382	0.0339073	0.000206732	0.00568365	0.0394709	0.0120199	0.0130395	0.0123118	0.0264895	8.37429e-05	0.0191668	0.00228131	0.0149739	0.00834107	0.00117282	0.0184189	0.0113964	0.00460146	0.0141757	0.0463655	0.00526924	0.00416015	0.149246	0.367747	0.0390004	0.444006	0.310927	0.565676	0.837155	1.19452	1.7678	3.21619	0.8446877	0.00589971	0.0350427	0.00950772	0.00357437	0.0168709	0.0125054	0.000230508	0.00500023	0.0558916	0.0226838	0.0221433	0.0134312	0.00201735	0.0655761	0.0842814	0.000513861	0.0141275	0.0981104	0.0298771	0.0324114	0.0306028	0.0658434	0.000208155	0.0476417	0.00567053	0.0372197	0.0207329	0.0029152	0.0457827	0.0283273	0.0114376	0.0352357	0.115248	0.0130974	0.0103406	0.402311
2628	-64.02324	-107.6115	43.58826	0.209726	0.414885	0.585115	0.790275	1.995284	0.00936739	0.0122413	0.00311889	0.00658027	0.00585709	0.0219508	0.000871224	0.0063861	0.00281212	0.0205966	0.00500514	0.00205962	0.00414785	0.00669286	0.0142859	0.00459558	0.0178592	0.0233014	0.00297769	0.0127107	0.000632477	0.0144557	0.00135813	0.0110048	0.00836606	0.00275783	0.0256904	0.0179273	0.017417	0.00150914	0.0403397	0.0401552	0.00773728	0.00776	0.00472162	0.186041	0.0546456	0.356301	0.403013	0.187525	0.442048	0.775163	1.29005	2.2622	5.33261	1.210303	0.0243151	0.0317749	0.00809574	0.0170805	0.0152033	0.0569781	0.00226145	0.0165765	0.00729947	0.0534629	0.0129919	0.00534619	0.0107666	0.0173728	0.0370822	0.0119288	0.0463573	0.0604837	0.00772923	0.0329934	0.00164173	0.0375228	0.00352533	0.0285653	0.0217159	0.00715855	0.0666849	0.0465341	0.0452096	0.00391729	0.10471	0.104232	0.0200838	0.0201428	0.012256	0.3852503
2664	-51.12735	-96.56814	45.44079	0.0403869	0.301031	0.698969	0.959613	0.4464612	0.0237715	0.0306137	0.0202509	0.00620019	0.0457957	0.0318291	0.00174322	0.0349232	0.0184233	0.0052087	0.00362157	0.0154589	0.00791198	0.0481827	0.0167162	0.00590239	0.00889892	0.00159498	0.0138161	0.0900611	0.0587919	0.0428072	0.0414294	0.0557233	0.00539376	0.00701372	0.0075615	0.0284129	0.0163254	0.0539713	0.0144141	0.0812251	0.013315	0.00876059	0.00901785	0.0588812	0.199045	0.645928	0.0961459	0.416674	0.65249	0.875287	1.14248	1.53259	2.39996	0.6330113	0.0271647	0.0349836	0.0231416	0.00708523	0.0523328	0.0363725	0.00199205	0.0399083	0.0210531	0.00595221	0.00413852	0.0176655	0.00904136	0.0550604	0.0191023	0.00674492	0.0101692	0.00182266	0.0157883	0.102917	0.067184	0.0489177	0.0473432	0.0636774	0.00616368	0.00801488	0.00864086	0.0324686	0.0186557	0.0616754	0.0164716	0.0928195	0.0152156	0.0100111	0.0103051	0.8750873
2700	-59.16082	-103.0255	43.86469	0.23571	0.424584	0.575416	0.76429	2.497141	0.000591003	0.0118413	0.00550958	0.0340123	0.00616031	0.0146385	0.0119347	0.0278729	0.0225208	0.00836941	0.00307241	0.00843984	0.0556718	0.0118055	0.0174495	0.00879038	0.0140012	0.00165168	0.000677509	0.00147242	0.0140974	0.012993	0.0318331	0.00657128	0.00496664	0.0726759	0.0155918	0.00423036	0.00828177	0.0319374	0.00462236	0.00164122	0.0537499	0.0240223	0.0490052	0.219957	0.608031	0.0972341	0.0747771	0.441229	0.670968	0.882946	1.13257	1.49038	2.2664	0.5916092	0.000980588	0.019647	0.00914145	0.0564329	0.0102211	0.0242882	0.019802	0.0462465	0.0373663	0.0138865	0.00509772	0.0140033	0.0923702	0.0195876	0.0289521	0.0145849	0.0232307	0.00274046	0.00112412	0.00244304	0.0233903	0.0215579	0.0528173	0.010903	0.00824061	0.120583	0.0258698	0.00701898	0.0137411	0.0529904	0.00766939	0.0027231	0.0891814	0.0398575	0.0813091	0.6027027
2736	-53.5869	-97.59005	44.00315	0.241746	0.426728	0.573272	0.758254	2.635447	0.00563786	0.0144705	0.0169587	0.0285774	0.0496394	0.00784019	0.0128406	0.0372892	0.0115157	0.0169222	0.0147067	0.0231155	0.0164388	0.0370098	0.0167753	0.0036357	0.015577	0.0418216	0.0029281	0.0194461	0.00791447	0.0547747	0.0676722	0.00151698	0.0110836	0.0638892	0.0027777	0.0424556	0.00298093	0.0347275	0.0227395	0.0335445	0.0580439	0.0208874	0.01813	0.399003	0.0695485	0.124495	0.406954	0.734785	0.860451	0.954192	1.04801	1.16218	1.36094	0.2228336	0.00674156	0.0173033	0.0202786	0.0341719	0.0593571	0.00937503	0.0153543	0.0445892	0.0137701	0.020235	0.0175858	0.0276407	0.019657	0.0442551	0.0200594	0.00434744	0.0186265	0.0500088	0.00350132	0.023253	0.00946385	0.0654977	0.08092	0.00181396	0.0132534	0.0763965	0.00332147	0.0507669	0.00356449	0.0415259	0.0271911	0.0401113	0.0694069	0.0249764	0.0216792	0.8362844
2772	-52.52411	-92.44823	39.92412	0.312653	0.449602	0.550397	0.687348	5.375982	0.00235228	0.000437403	0.00341838	0.00201676	0.0011095	0.0028256	0.000453036	0.00179069	0.000151579	0.00123226	0.000158509	0.00102969	0.000341832	0.00557644	0.000415901	0.00124443	0.000468101	0.000714897	0.001738	0.00689981	0.00415262	0.00162295	0.00198346	0.000152851	0.00150094	0.000918402	0.000302107	3.83706e-05	0.00113044	0.00194358	0.000446368	0.00469197	0.000341923	0.000917474	0.0028772	0.746668	0.0538066	0.153265	0.0462603	0.0849216	0.300386	0.687141	1.45531	3.32905	11.7756	1.783107	0.0409835	0.00762082	0.0595581	0.0351378	0.0193307	0.0492301	0.0078932	0.0311989	0.00264094	0.0214695	0.00276169	0.0179402	0.0059557	0.0971578	0.0072462	0.0216815	0.00815567	0.0124556	0.0302809	0.120215	0.0723507	0.0282764	0.0345576	0.00266311	0.0261507	0.0160012	0.00526358	0.000668527	0.0196955	0.0338628	0.00777703	0.0817477	0.00595728	0.0159851	0.0501292	0.05739576
2808	-53.43135	-99.02663	45.59528	0.122986	0.373816	0.626184	0.877014	0.983597	0.0354089	0.0369966	0.0266089	0.0143735	0.0147497	0.00558268	0.000732378	0.0220851	0.000311375	0.0353396	0.0164669	0.00270383	0.000543643	0.0828815	0.0306279	0.0714267	0.00810039	0.0014428	0.0252155	0.032647	0.0320789	0.00653113	0.00944243	0.00786077	0.0216262	0.000378768	0.014695	0.00833769	0.000459697	0.00655647	0.0165728	0.0416428	0.0133674	0.0133389	0.00028048	0.156541	0.366099	0.128609	0.348751	0.903372	0.951647	0.984657	1.01558	1.05081	1.10696	0.07347884	0.0538609	0.056276	0.040475	0.0218637	0.0224359	0.00849188	0.00111403	0.0335939	0.000473636	0.0537555	0.025048	0.00411282	0.000826941	0.126072	0.0465885	0.108648	0.0123216	0.00219466	0.0383555	0.0496597	0.0487955	0.00993457	0.014363	0.0119571	0.0328959	0.000576148	0.0223527	0.0126825	0.000699249	0.00997311	0.0252091	0.0633432	0.0203333	0.02029	0.00042664	0.6574145
2844	-56.52598	-100.593	44.06704	0.176573	0.401117	0.598883	0.823428	1.517804	0.00698115	0.0133849	0.00240857	0.000231426	0.00345059	0.00180786	0.000541556	0.00540335	1.9263e-05	0.00360845	0.00229641	0.00253272	0.0124699	0.0151832	0.00427377	0.000894363	0.00858448	0.000924246	0.00723022	0.0044675	0.00966238	0.0009896	0.00565675	0.00392892	0.00841106	0.00643298	0.0023796	0.00181174	0.000860757	0.00611614	0.00205888	0.00706887	0.000957466	0.00307888	0.00217646	0.00855447	0.335416	0.604062	0.0519684	0.39085	0.632444	0.866807	1.15366	1.58117	2.55853	0.679274	0.0441051	0.0845623	0.0152168	0.00146209	0.0217999	0.0114216	0.00342141	0.034137	0.000121698	0.0227973	0.0145081	0.0160011	0.0787815	0.0959238	0.0270006	0.00565035	0.0542345	0.00583915	0.0456786	0.0282245	0.0610444	0.00625203	0.0357379	0.0248219	0.0531389	0.0406419	0.0150337	0.0114461	0.00543804	0.0386402	0.0130075	0.0446593	0.00604902	0.0194516	0.0137503	0.1582844
2880	-52.77098	-94.60688	41.83589	0.323316	0.45276	0.547242	0.676683	6.093211	0.000349516	0.00775832	0.00236321	0.0117373	0.0109631	0.00351331	0.00115212	0.0276314	0.00153293	0.0131837	0.00818183	0.00950201	0.010111	0.0279558	0.00128101	0.00151034	0.00738421	0.00276974	0.0200149	0.00546386	0.0026291	0.00149319	0.00515503	0.00236691	0.0116206	0.021899	2.2065e-05	0.0184636	0.00410069	0.00579648	0.000316743	0.00293194	0.0126779	0.00782085	0.00258398	0.22708	0.182898	0.3602	0.229821	0.370394	0.616079	0.859747	1.16313	1.62317	2.69983	0.7181426	0.0012745	0.0282905	0.00861738	0.0427997	0.0399766	0.0128112	0.00420116	0.100757	0.00558979	0.0480741	0.0298348	0.0346488	0.0368693	0.10194	0.00467117	0.00550742	0.0269263	0.0100998	0.0729838	0.0199238	0.00958694	0.00544488	0.0187977	0.00863086	0.0423743	0.0798541	8.04596e-05	0.067327	0.014953	0.0211367	0.00115499	0.0106912	0.0462296	0.0285185	0.00942243	0.2742376
